fingerprint_id,AP-WAP000-NULL,AP-WAP001-NULL,AP-WAP002-NULL,AP-WAP003-NULL,AP-WAP004-NULL,AP-WAP005-NULL,AP-WAP006-NULL,AP-WAP007-NULL
107,-49,-60,-67,-73,-64,-66,-71,-71
108,-52,-61,-69,-72,-63,-65,-73,-75
109,-53,-64,-68,-72,-65,-67,-72,-74
110,-55,-61,-72,-74,-64,-66,-71,-72
111,-58,-61,-68,-70,-63,-67,-68,-71
112,-58,-62,-72,-74,-65,-65,-70,-73
113,-56,-65,-70,-66,-59,-64,-72,-72
114,-61,-64,-71,-71,-60,-64,-70,-74
115,-61,-62,-71,-71,-60,-63,-70,-72
116,-58,-64,-66,-71,-60,-64,-67,-71
117,-61,-65,-71,-72,-59,-62,-70,-70
118,-62,-64,-69,-74,-55,-64,-69,-74
119,-60,-64,-69,-71,-59,-61,-69,-72
120,-63,-65,-68,-72,-58,-68,-68,-71
121,-64,-65,-70,-71,-54,-64,-66,-72
122,-63,-70,-68,-71,-55,-64,-72,-78
123,-66,-67,-72,-69,-57,-64,-70,-70
124,-65,-71,-67,-72,-53,-63,-72,-72
125,-66,-66,-69,-71,-52,-64,-72,-73
126,-51,-65,-69,-73,-69,-66,-69,-72
127,-52,-61,-71,-70,-63,-65,-69,-72
128,-52,-62,-66,-72,-67,-68,-69,-76
129,-54,-61,-67,-73,-66,-63,-71,-72
130,-52,-62,-67,-72,-64,-65,-73,-71
131,-56,-63,-71,-74,-66,-66,-67,-73
132,-56,-62,-63,-73,-62,-64,-70,-74
133,-60,-64,-66,-72,-62,-63,-69,-75
134,-60,-65,-66,-67,-60,-65,-71,-72
135,-55,-60,-71,-71,-58,-66,-71,-70
136,-62,-64,-68,-73,-60,-63,-69,-74
137,-56,-67,-68,-76,-57,-63,-68,-70
138,-60,-62,-69,-70,-58,-60,-68,-72
139,-62,-68,-67,-68,-56,-61,-66,-70
140,-65,-63,-68,-72,-59,-64,-69,-71
141,-63,-64,-67,-72,-53,-62,-69,-69
142,-64,-65,-71,-74,-53,-63,-70,-71
143,-65,-64,-69,-71,-55,-60,-68,-71
144,-67,-65,-71,-70,-53,-62,-67,-74
145,-62,-66,-69,-74,-52,-60,-70,-71
146,-67,-62,-74,-73,-55,-63,-67,-70
147,-52,-61,-68,-75,-65,-66,-69,-71
148,-52,-59,-71,-69,-64,-65,-68,-73
149,-51,-61,-67,-73,-62,-69,-67,-75
150,-50,-60,-68,-72,-64,-65,-73,-74
151,-54,-62,-67,-76,-64,-67,-72,-74
152,-55,-63,-69,-72,-63,-67,-70,-74
153,-53,-63,-68,-69,-63,-64,-70,-72
154,-57,-64,-66,-72,-63,-64,-69,-73
155,-62,-61,-66,-72,-60,-63,-67,-72
156,-61,-65,-65,-72,-56,-61,-69,-69
157,-61,-58,-70,-69,-60,-62,-69,-74
158,-62,-63,-70,-74,-59,-59,-67,-72
159,-62,-65,-69,-71,-60,-63,-70,-73
160,-61,-65,-68,-70,-57,-62,-70,-70
161,-61,-66,-71,-73,-59,-60,-68,-72
162,-62,-63,-69,-68,-58,-61,-72,-73
163,-63,-65,-68,-72,-57,-62,-69,-74
164,-65,-66,-72,-74,-53,-60,-68,-69
165,-67,-68,-70,-68,-53,-62,-65,-70
166,-65,-64,-71,-73,-51,-63,-67,-72
167,-64,-63,-71,-71,-54,-62,-68,-70
168,-53,-62,-70,-71,-65,-69,-66,-72
169,-51,-55,-67,-74,-64,-66,-69,-73
170,-51,-60,-70,-73,-60,-63,-68,-71
171,-54,-59,-65,-71,-65,-68,-65,-74
172,-57,-58,-68,-71,-63,-65,-70,-72
173,-53,-58,-69,-70,-65,-62,-73,-73
174,-57,-62,-69,-75,-63,-67,-69,-72
175,-57,-61,-72,-71,-59,-62,-67,-75
176,-59,-58,-65,-70,-62,-64,-66,-72
177,-62,-60,-67,-70,-63,-63,-69,-70
178,-58,-64,-70,-71,-63,-61,-73,-72
179,-59,-64,-68,-70,-60,-65,-67,-75
180,-69,-65,-70,-71,-57,-63,-66,-73
181,-64,-63,-72,-72,-62,-60,-70,-70
182,-61,-63,-69,-73,-59,-58,-68,-70
183,-64,-62,-69,-68,-56,-63,-67,-70
184,-66,-66,-70,-70,-54,-62,-69,-73
185,-62,-70,-64,-68,-58,-63,-66,-73
186,-66,-71,-67,-74,-57,-58,-70,-75
187,-62,-70,-66,-74,-53,-62,-69,-72
188,-66,-67,-73,-70,-54,-61,-66,-71
189,-57,-60,-67,-69,-66,-71,-71,-71
190,-55,-56,-69,-71,-61,-65,-71,-71
191,-53,-60,-65,-73,-68,-67,-71,-73
192,-54,-58,-69,-72,-67,-70,-71,-70
193,-53,-59,-68,-73,-67,-66,-70,-73
194,-57,-61,-68,-75,-63,-64,-69,-71
195,-56,-62,-67,-72,-63,-64,-66,-73
196,-61,-60,-68,-72,-61,-66,-71,-71
197,-58,-62,-66,-72,-62,-64,-67,-70
198,-58,-61,-65,-71,-61,-64,-66,-71
199,-63,-61,-66,-72,-62,-63,-69,-73
200,-63,-63,-67,-74,-61,-61,-69,-73
201,-64,-59,-68,-73,-61,-62,-69,-71
202,-67,-63,-70,-73,-60,-60,-63,-70
203,-65,-64,-68,-74,-60,-63,-66,-70
204,-63,-63,-70,-71,-53,-61,-70,-75
205,-63,-66,-69,-75,-58,-61,-70,-73
206,-65,-68,-67,-72,-57,-63,-61,-69
207,-62,-68,-69,-71,-56,-59,-69,-72
208,-67,-67,-67,-73,-58,-58,-69,-73
209,-60,-67,-64,-72,-55,-61,-66,-70
210,-58,-59,-68,-71,-64,-67,-69,-72
211,-52,-59,-66,-69,-68,-66,-70,-71
212,-56,-60,-70,-74,-66,-64,-68,-71
213,-57,-58,-69,-73,-65,-67,-72,-76
214,-54,-63,-69,-76,-63,-67,-68,-73
215,-58,-58,-66,-73,-62,-61,-67,-72
216,-59,-62,-65,-73,-62,-64,-70,-69
217,-61,-61,-66,-68,-66,-65,-68,-73
218,-58,-62,-68,-70,-63,-63,-69,-73
219,-58,-64,-69,-73,-64,-64,-69,-70
220,-61,-60,-69,-75,-64,-60,-70,-73
221,-63,-63,-66,-74,-62,-63,-72,-64
222,-61,-61,-67,-71,-57,-63,-69,-72
223,-63,-62,-70,-74,-61,-60,-65,-70
224,-65,-63,-67,-73,-57,-60,-68,-71
225,-65,-65,-71,-73,-58,-63,-65,-71
226,-64,-67,-68,-71,-58,-61,-68,-75
227,-66,-66,-70,-71,-59,-58,-62,-71
228,-65,-61,-69,-71,-61,-62,-72,-69
229,-67,-66,-69,-71,-57,-58,-67,-72
230,-68,-68,-71,-73,-57,-60,-67,-70
231,-57,-56,-69,-71,-65,-62,-70,-71
232,-55,-59,-66,-71,-65,-67,-74,-72
233,-59,-55,-66,-72,-67,-68,-68,-71
234,-61,-60,-70,-71,-65,-65,-67,-74
235,-58,-56,-66,-71,-61,-62,-67,-70
236,-56,-59,-66,-70,-65,-65,-70,-73
237,-58,-58,-63,-74,-63,-64,-66,-70
238,-61,-59,-68,-68,-62,-64,-62,-69
239,-58,-61,-68,-71,-64,-60,-71,-71
240,-60,-64,-71,-71,-63,-59,-67,-68
241,-60,-61,-68,-72,-66,-62,-69,-71
242,-63,-62,-68,-73,-57,-63,-66,-69
243,-62,-61,-67,-73,-59,-59,-67,-69
244,-65,-66,-69,-68,-59,-60,-68,-66
245,-62,-63,-70,-71,-56,-59,-65,-71
246,-62,-63,-65,-71,-58,-59,-65,-72
247,-62,-69,-68,-72,-59,-59,-69,-68
248,-65,-67,-66,-72,-56,-56,-67,-71
249,-66,-63,-70,-70,-56,-58,-64,-67
250,-70,-68,-71,-70,-57,-58,-67,-72
251,-62,-66,-69,-70,-58,-58,-66,-72
252,-58,-57,-66,-73,-68,-65,-68,-73
253,-55,-57,-66,-70,-65,-68,-66,-75
254,-53,-55,-68,-68,-70,-66,-69,-70
255,-58,-58,-62,-67,-69,-65,-72,-70
256,-60,-56,-62,-71,-62,-66,-67,-70
257,-61,-58,-67,-68,-66,-65,-68,-72
258,-58,-58,-68,-71,-66,-62,-66,-72
259,-61,-55,-70,-71,-63,-66,-67,-72
260,-57,-62,-63,-73,-63,-64,-66,-68
261,-65,-59,-69,-72,-66,-62,-66,-69
262,-66,-61,-70,-70,-64,-61,-67,-68
263,-62,-60,-62,-71,-62,-65,-67,-74
264,-62,-62,-67,-69,-64,-60,-70,-70
265,-61,-63,-67,-74,-59,-65,-66,-72
266,-62,-61,-72,-68,-59,-57,-62,-71
267,-68,-66,-67,-69,-61,-55,-68,-70
268,-61,-63,-71,-68,-55,-56,-70,-70
269,-63,-67,-66,-69,-53,-56,-64,-70
270,-65,-64,-70,-73,-58,-57,-67,-71
271,-63,-64,-67,-71,-55,-53,-66,-71
272,-67,-66,-64,-72,-59,-54,-64,-71
273,-59,-52,-68,-70,-64,-67,-67,-77
274,-58,-57,-66,-70,-63,-69,-68,-72
275,-59,-57,-69,-72,-66,-66,-67,-71
276,-60,-56,-68,-77,-66,-65,-63,-72
277,-62,-55,-63,-70,-65,-60,-71,-72
278,-59,-62,-63,-70,-66,-65,-65,-71
279,-59,-58,-65,-74,-66,-61,-67,-68
280,-61,-55,-65,-70,-64,-62,-68,-68
281,-62,-59,-64,-68,-65,-63,-67,-70
282,-64,-61,-68,-66,-64,-65,-69,-69
283,-63,-64,-69,-66,-59,-65,-66,-74
284,-64,-61,-69,-73,-63,-58,-68,-69
285,-64,-62,-69,-74,-57,-57,-66,-70
286,-63,-63,-66,-71,-60,-60,-63,-71
287,-67,-62,-67,-69,-63,-57,-68,-68
288,-65,-65,-69,-68,-59,-55,-65,-73
289,-65,-65,-67,-72,-61,-60,-65,-70
290,-67,-62,-71,-72,-59,-59,-67,-69
291,-67,-62,-68,-70,-60,-55,-64,-71
292,-65,-67,-67,-70,-62,-59,-65,-69
293,-67,-67,-66,-73,-63,-50,-65,-70
294,-60,-51,-65,-68,-67,-65,-71,-70
295,-60,-54,-64,-72,-67,-63,-65,-73
296,-56,-54,-66,-71,-69,-66,-67,-72
297,-60,-56,-64,-70,-67,-63,-63,-76
298,-59,-55,-64,-71,-63,-65,-69,-73
299,-61,-54,-66,-69,-64,-62,-69,-71
300,-59,-56,-62,-68,-60,-67,-65,-70
301,-62,-60,-66,-67,-64,-64,-69,-69
302,-62,-57,-65,-71,-63,-61,-70,-77
303,-64,-61,-65,-72,-64,-59,-67,-71
304,-62,-63,-65,-73,-62,-60,-63,-68
305,-62,-61,-71,-77,-60,-56,-67,-66
306,-63,-62,-66,-73,-67,-55,-66,-69
307,-66,-59,-68,-71,-67,-57,-64,-71
308,-61,-63,-70,-70,-60,-58,-69,-67
309,-67,-67,-69,-70,-63,-59,-65,-71
310,-67,-69,-67,-65,-57,-55,-66,-71
311,-63,-64,-69,-72,-60,-57,-66,-71
312,-64,-65,-70,-72,-60,-56,-64,-70
313,-67,-69,-72,-66,-59,-53,-65,-70
314,-66,-65,-70,-72,-60,-57,-70,-71
315,-60,-52,-69,-67,-65,-66,-69,-73
316,-58,-55,-66,-73,-67,-61,-70,-75
317,-63,-53,-68,-72,-63,-68,-69,-68
318,-63,-54,-63,-70,-67,-65,-69,-71
319,-61,-59,-64,-70,-66,-63,-67,-72
320,-61,-52,-67,-66,-66,-62,-67,-71
321,-64,-57,-64,-71,-66,-63,-66,-71
322,-62,-52,-62,-69,-61,-64,-68,-70
323,-65,-58,-66,-73,-61,-66,-66,-66
324,-60,-62,-65,-71,-62,-64,-68,-68
325,-60,-60,-64,-68,-62,-62,-68,-71
326,-60,-63,-66,-69,-61,-60,-66,-70
327,-64,-59,-67,-69,-63,-62,-65,-69
328,-64,-62,-65,-70,-61,-56,-68,-66
329,-66,-65,-67,-68,-64,-55,-67,-70
330,-63,-63,-69,-73,-61,-57,-67,-71
331,-65,-62,-67,-72,-64,-56,-66,-68
332,-66,-64,-66,-74,-59,-56,-66,-70
333,-65,-66,-66,-68,-58,-53,-65,-70
334,-66,-68,-68,-69,-65,-52,-67,-71
335,-66,-63,-66,-73,-61,-50,-65,-69
336,-59,-52,-64,-70,-67,-67,-67,-70
337,-61,-52,-64,-68,-64,-63,-69,-68
338,-60,-49,-65,-72,-65,-66,-71,-72
339,-62,-50,-63,-69,-62,-64,-70,-73
340,-69,-53,-65,-72,-66,-63,-64,-69
341,-60,-55,-61,-68,-64,-66,-69,-68
342,-60,-51,-65,-72,-62,-63,-66,-70
343,-61,-57,-64,-69,-65,-61,-65,-67
344,-60,-55,-65,-67,-64,-61,-63,-69
345,-63,-61,-62,-67,-60,-57,-67,-71
346,-63,-58,-65,-69,-65,-59,-67,-69
347,-67,-58,-64,-69,-64,-64,-66,-69
348,-67,-58,-67,-72,-62,-60,-64,-69
349,-65,-64,-66,-67,-62,-59,-63,-69
350,-62,-62,-66,-69,-63,-56,-66,-67
351,-69,-66,-68,-72,-61,-55,-63,-70
352,-65,-64,-67,-70,-60,-54,-67,-70
353,-66,-64,-67,-74,-61,-55,-65,-71
354,-68,-64,-66,-71,-63,-54,-63,-71
355,-71,-67,-68,-72,-60,-55,-63,-66
356,-69,-64,-69,-71,-62,-52,-63,-71
357,-61,-51,-62,-66,-69,-64,-66,-73
358,-59,-51,-63,-70,-68,-65,-68,-75
359,-65,-50,-65,-69,-65,-64,-68,-73
360,-63,-51,-66,-69,-65,-62,-68,-70
361,-61,-50,-64,-71,-65,-64,-66,-69
362,-61,-54,-64,-67,-65,-62,-65,-69
363,-66,-53,-66,-66,-63,-62,-68,-72
364,-64,-51,-63,-71,-61,-60,-66,-69
365,-63,-59,-66,-68,-65,-60,-69,-71
366,-62,-58,-68,-74,-66,-58,-68,-74
367,-65,-61,-70,-72,-67,-62,-63,-70
368,-66,-61,-64,-70,-63,-59,-61,-70
369,-67,-64,-67,-69,-61,-58,-63,-73
370,-66,-61,-64,-70,-63,-60,-64,-66
371,-67,-64,-66,-74,-62,-53,-67,-68
372,-64,-61,-68,-67,-63,-52,-63,-70
373,-66,-65,-67,-69,-63,-53,-63,-68
374,-68,-65,-66,-65,-62,-51,-63,-67
375,-66,-61,-69,-73,-60,-53,-64,-68
376,-64,-68,-66,-70,-61,-54,-64,-69
377,-66,-64,-68,-72,-61,-55,-65,-69
378,-62,-51,-63,-67,-69,-64,-71,-70
379,-62,-50,-63,-68,-68,-68,-66,-69
380,-62,-48,-63,-70,-70,-62,-65,-72
381,-60,-53,-60,-69,-66,-65,-63,-71
382,-63,-56,-63,-68,-62,-62,-66,-73
383,-64,-54,-68,-69,-67,-63,-65,-67
384,-61,-57,-62,-67,-68,-64,-67,-70
385,-61,-57,-65,-73,-65,-59,-64,-70
386,-65,-54,-63,-68,-62,-61,-70,-72
387,-58,-57,-65,-68,-65,-57,-66,-70
388,-65,-62,-69,-69,-66,-61,-69,-76
389,-62,-62,-67,-71,-65,-58,-63,-72
390,-65,-64,-66,-69,-64,-63,-62,-71
391,-66,-64,-67,-69,-64,-57,-65,-68
392,-67,-66,-68,-67,-61,-60,-65,-69
393,-66,-60,-65,-73,-62,-56,-63,-67
394,-65,-65,-69,-70,-64,-57,-64,-70
395,-66,-63,-68,-72,-62,-53,-63,-69
396,-67,-69,-69,-71,-62,-54,-64,-67
397,-67,-64,-71,-70,-65,-55,-62,-70
398,-69,-66,-70,-72,-63,-53,-63,-71
399,-64,-54,-64,-68,-69,-66,-67,-65
400,-64,-51,-60,-67,-64,-68,-65,-69
401,-63,-48,-64,-70,-66,-63,-69,-70
402,-64,-50,-59,-69,-65,-64,-67,-69
403,-59,-53,-65,-67,-69,-63,-64,-71
404,-66,-55,-62,-69,-66,-63,-64,-70
405,-62,-55,-64,-70,-63,-64,-65,-68
406,-65,-60,-64,-67,-68,-64,-67,-71
407,-66,-55,-63,-71,-64,-62,-65,-69
408,-66,-56,-68,-69,-62,-59,-66,-71
409,-63,-61,-62,-68,-66,-61,-63,-70
410,-62,-57,-68,-67,-66,-58,-66,-66
411,-65,-64,-65,-71,-65,-57,-60,-67
412,-70,-60,-66,-69,-64,-56,-62,-67
413,-66,-61,-67,-65,-65,-55,-64,-66
414,-61,-62,-65,-70,-63,-57,-62,-63
415,-65,-60,-68,-72,-62,-54,-65,-69
416,-65,-66,-68,-72,-65,-54,-61,-68
417,-65,-66,-62,-73,-61,-53,-64,-71
418,-70,-65,-67,-71,-62,-53,-64,-68
419,-69,-67,-68,-70,-65,-57,-61,-69
420,-64,-50,-63,-71,-69,-68,-69,-71
421,-63,-54,-63,-64,-63,-68,-67,-70
422,-63,-53,-63,-68,-72,-65,-71,-66
423,-66,-55,-62,-67,-67,-64,-65,-67
424,-64,-52,-60,-67,-69,-62,-69,-69
425,-66,-57,-62,-72,-66,-64,-62,-67
426,-63,-53,-63,-67,-68,-63,-67,-69
427,-65,-57,-61,-67,-67,-61,-62,-69
428,-63,-60,-64,-67,-66,-59,-68,-70
429,-68,-61,-63,-63,-62,-63,-67,-70
430,-64,-60,-65,-72,-66,-58,-64,-65
431,-66,-63,-63,-66,-63,-59,-63,-71
432,-65,-64,-67,-71,-63,-59,-63,-67
433,-65,-64,-67,-69,-65,-59,-64,-69
434,-65,-61,-66,-71,-63,-57,-60,-67
435,-62,-63,-65,-73,-62,-54,-60,-68
436,-69,-67,-65,-68,-66,-59,-59,-69
437,-63,-64,-66,-68,-60,-55,-63,-66
438,-71,-69,-67,-72,-65,-56,-61,-71
439,-66,-68,-65,-70,-63,-55,-62,-70
440,-65,-64,-67,-68,-62,-56,-64,-72
441,-64,-49,-62,-65,-67,-66,-68,-71
442,-67,-52,-62,-64,-73,-64,-65,-67
443,-61,-54,-62,-70,-67,-65,-65,-69
444,-65,-55,-59,-69,-68,-68,-66,-69
445,-65,-58,-62,-69,-69,-63,-68,-73
446,-60,-54,-64,-68,-67,-60,-65,-75
447,-70,-56,-62,-67,-68,-63,-63,-75
448,-64,-60,-63,-69,-66,-60,-65,-65
449,-68,-60,-61,-71,-68,-62,-66,-69
450,-68,-59,-63,-69,-63,-64,-63,-69
451,-66,-63,-66,-67,-65,-60,-62,-70
452,-64,-63,-63,-66,-65,-58,-63,-67
453,-68,-57,-62,-65,-66,-59,-64,-70
454,-66,-61,-66,-67,-62,-60,-65,-68
455,-64,-65,-71,-70,-67,-57,-63,-67
456,-67,-61,-67,-70,-61,-55,-61,-67
457,-70,-67,-65,-69,-66,-54,-63,-70
458,-67,-64,-65,-70,-64,-56,-63,-69
459,-65,-65,-66,-70,-60,-53,-62,-65
460,-67,-67,-68,-73,-67,-56,-62,-68
461,-66,-65,-66,-69,-61,-53,-62,-66
462,-70,-57,-61,-71,-65,-64,-71,-67
463,-65,-58,-61,-68,-70,-66,-65,-73
464,-65,-58,-58,-67,-68,-63,-67,-69
465,-66,-55,-63,-68,-66,-66,-61,-71
466,-67,-59,-62,-68,-65,-67,-68,-69
467,-66,-57,-64,-65,-62,-63,-63,-73
468,-65,-61,-64,-72,-68,-62,-66,-69
469,-66,-56,-64,-66,-63,-60,-65,-71
470,-68,-60,-62,-69,-65,-65,-64,-69
471,-66,-60,-66,-65,-64,-61,-61,-68
472,-65,-59,-63,-63,-67,-62,-65,-67
473,-64,-59,-63,-65,-67,-57,-61,-69
474,-65,-63,-62,-64,-68,-61,-61,-71
475,-64,-63,-62,-69,-65,-60,-63,-68
476,-66,-65,-66,-67,-66,-59,-64,-70
477,-66,-65,-67,-73,-66,-54,-60,-69
478,-67,-61,-66,-68,-66,-54,-62,-70
479,-67,-66,-65,-69,-63,-60,-61,-69
480,-69,-64,-66,-71,-65,-54,-59,-67
481,-68,-66,-66,-66,-67,-56,-61,-69
482,-70,-68,-65,-69,-67,-55,-62,-67
483,-63,-55,-55,-65,-68,-65,-69,-70
484,-62,-53,-59,-68,-71,-66,-68,-68
485,-65,-55,-59,-70,-66,-66,-67,-65
486,-64,-59,-58,-65,-66,-63,-65,-68
487,-66,-60,-61,-66,-66,-67,-64,-71
488,-64,-57,-56,-65,-66,-66,-65,-68
489,-67,-56,-62,-70,-67,-60,-64,-67
490,-67,-60,-63,-66,-69,-59,-62,-69
491,-69,-62,-61,-68,-69,-62,-65,-73
492,-66,-63,-61,-67,-69,-60,-64,-67
493,-62,-61,-66,-70,-67,-62,-64,-68
494,-66,-59,-62,-68,-63,-59,-61,-67
495,-71,-62,-63,-68,-65,-65,-62,-68
496,-71,-66,-65,-67,-63,-58,-64,-69
497,-69,-62,-64,-72,-65,-63,-66,-65
498,-69,-68,-63,-68,-67,-59,-63,-66
499,-67,-65,-65,-70,-66,-57,-63,-68
500,-68,-64,-67,-70,-63,-54,-57,-66
501,-69,-64,-67,-69,-68,-54,-58,-68
502,-67,-66,-66,-65,-65,-56,-64,-65
503,-70,-65,-66,-67,-69,-58,-58,-67
504,-65,-61,-59,-66,-69,-67,-69,-67
505,-67,-56,-57,-65,-68,-67,-67,-68
506,-64,-54,-61,-62,-69,-64,-63,-71
507,-66,-56,-62,-67,-67,-66,-67,-70
508,-66,-60,-60,-66,-64,-63,-63,-70
509,-70,-63,-58,-66,-66,-63,-61,-67
510,-64,-60,-62,-67,-65,-65,-62,-70
511,-67,-57,-60,-66,-67,-64,-62,-69
512,-67,-61,-61,-65,-65,-61,-64,-65
513,-63,-58,-62,-71,-66,-64,-61,-67
514,-64,-59,-60,-65,-65,-65,-60,-70
515,-66,-58,-61,-66,-62,-63,-63,-70
516,-67,-61,-64,-69,-66,-59,-62,-66
517,-67,-63,-65,-64,-62,-58,-62,-70
518,-65,-64,-66,-65,-68,-59,-58,-66
519,-67,-64,-65,-69,-67,-60,-56,-67
520,-70,-65,-64,-71,-66,-57,-65,-67
521,-69,-65,-65,-68,-65,-58,-58,-64
522,-67,-66,-68,-72,-67,-59,-61,-69
523,-67,-62,-66,-73,-70,-55,-63,-64
524,-69,-64,-62,-67,-67,-58,-59,-69
525,-68,-55,-58,-66,-68,-66,-72,-68
526,-67,-55,-57,-67,-65,-66,-69,-71
527,-67,-59,-59,-68,-70,-68,-69,-68
528,-68,-56,-59,-64,-69,-68,-66,-73
529,-65,-59,-59,-68,-68,-64,-64,-67
