building,floor,site,tile,tessellation_type,coord_a_x,coord_a_y,coord_b_x,coord_b_y,coord_c_x,coord_c_y,coord_d_x,coord_d_y
1,0,203_2,203_2_tile,logical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,0,248_1,248_1_tile,logical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,0,248_2,248_2_tile,logical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,0,247_2,247_2_tile,logical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,0,247_1,247_1_tile,logical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,0,222_1,222_1_tile,logical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,0,222_2,222_2_tile,logical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,0,213_2,213_2_tile,logical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,0,216_2,216_2_tile,logical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,0,216_1,216_1_tile,logical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,0,244_1,244_1_tile,logical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,0,243_2,243_2_tile,logical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,0,245_2,245_2_tile,logical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,0,246_2,246_2_tile,logical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,0,249_2,249_2_tile,logical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,0,237_2,237_2_tile,logical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,0,244_2,244_2_tile,logical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,0,237_1,237_1_tile,logical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,0,227_2,227_2_tile,logical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,0,228_2,228_2_tile,logical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,0,249_1,249_1_tile,logical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,0,227_1,227_1_tile,logical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,0,230_2,230_2_tile,logical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,0,229_2,229_2_tile,logical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,0,228_1,228_1_tile,logical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,0,229_1,229_1_tile,logical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,0,238_1,238_1_tile,logical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,0,231_1,231_1_tile,logical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
