tile_1_building,tile_1_floor,tile_1_site,tile_1_tile,tile_2_building,tile_2_floor,tile_2_site,tile_2_tile,walkable,cost
laboratory,0,NULL,0_11,laboratory,0,NULL,0_10,1,NULL
laboratory,0,NULL,0_11,laboratory,0,NULL,0_12,1,NULL
laboratory,0,NULL,0_11,laboratory,0,NULL,1_10,1,NULL
laboratory,0,NULL,0_11,laboratory,0,NULL,1_11,1,NULL
laboratory,0,NULL,0_11,laboratory,0,NULL,1_12,1,NULL
laboratory,0,NULL,0_12,laboratory,0,NULL,0_11,1,NULL
laboratory,0,NULL,0_12,laboratory,0,NULL,0_13,1,NULL
laboratory,0,NULL,0_12,laboratory,0,NULL,1_11,1,NULL
laboratory,0,NULL,0_12,laboratory,0,NULL,1_12,1,NULL
laboratory,0,NULL,0_12,laboratory,0,NULL,1_13,1,NULL
laboratory,0,NULL,0_13,laboratory,0,NULL,0_12,1,NULL
laboratory,0,NULL,0_13,laboratory,0,NULL,0_14,1,NULL
laboratory,0,NULL,0_13,laboratory,0,NULL,1_12,1,NULL
laboratory,0,NULL,0_13,laboratory,0,NULL,1_13,1,NULL
laboratory,0,NULL,0_13,laboratory,0,NULL,1_14,1,NULL
laboratory,0,NULL,0_14,laboratory,0,NULL,0_13,1,NULL
laboratory,0,NULL,0_14,laboratory,0,NULL,0_15,1,NULL
laboratory,0,NULL,0_14,laboratory,0,NULL,1_13,1,NULL
laboratory,0,NULL,0_14,laboratory,0,NULL,1_14,1,NULL
laboratory,0,NULL,0_14,laboratory,0,NULL,1_15,1,NULL
laboratory,0,NULL,0_15,laboratory,0,NULL,0_14,1,NULL
laboratory,0,NULL,0_15,laboratory,0,NULL,0_16,1,NULL
laboratory,0,NULL,0_15,laboratory,0,NULL,1_14,1,NULL
laboratory,0,NULL,0_15,laboratory,0,NULL,1_15,1,NULL
laboratory,0,NULL,0_15,laboratory,0,NULL,1_16,1,NULL
laboratory,0,NULL,0_16,laboratory,0,NULL,0_15,1,NULL
laboratory,0,NULL,0_16,laboratory,0,NULL,0_17,1,NULL
laboratory,0,NULL,0_16,laboratory,0,NULL,1_15,1,NULL
laboratory,0,NULL,0_16,laboratory,0,NULL,1_16,1,NULL
laboratory,0,NULL,0_16,laboratory,0,NULL,1_17,1,NULL
laboratory,0,NULL,0_17,laboratory,0,NULL,0_16,1,NULL
laboratory,0,NULL,0_17,laboratory,0,NULL,0_18,1,NULL
laboratory,0,NULL,0_17,laboratory,0,NULL,1_16,1,NULL
laboratory,0,NULL,0_17,laboratory,0,NULL,1_17,1,NULL
laboratory,0,NULL,0_17,laboratory,0,NULL,1_18,1,NULL
laboratory,0,NULL,0_18,laboratory,0,NULL,0_17,1,NULL
laboratory,0,NULL,0_18,laboratory,0,NULL,0_19,1,NULL
laboratory,0,NULL,0_18,laboratory,0,NULL,1_17,1,NULL
laboratory,0,NULL,0_18,laboratory,0,NULL,1_18,1,NULL
laboratory,0,NULL,0_18,laboratory,0,NULL,1_19,1,NULL
laboratory,0,NULL,0_19,laboratory,0,NULL,0_18,1,NULL
laboratory,0,NULL,0_19,laboratory,0,NULL,0_20,1,NULL
laboratory,0,NULL,0_19,laboratory,0,NULL,1_18,1,NULL
laboratory,0,NULL,0_19,laboratory,0,NULL,1_19,1,NULL
laboratory,0,NULL,0_19,laboratory,0,NULL,1_20,1,NULL
laboratory,0,NULL,0_20,laboratory,0,NULL,0_19,1,NULL
laboratory,0,NULL,0_20,laboratory,0,NULL,1_19,1,NULL
laboratory,0,NULL,0_20,laboratory,0,NULL,1_20,1,NULL
laboratory,0,NULL,1_0,laboratory,0,NULL,0_0,1,NULL
laboratory,0,NULL,1_0,laboratory,0,NULL,0_1,1,NULL
laboratory,0,NULL,1_0,laboratory,0,NULL,1_1,1,NULL
laboratory,0,NULL,1_0,laboratory,0,NULL,2_0,1,NULL
laboratory,0,NULL,1_0,laboratory,0,NULL,2_1,1,NULL
laboratory,0,NULL,1_1,laboratory,0,NULL,0_0,1,NULL
laboratory,0,NULL,1_1,laboratory,0,NULL,0_1,1,NULL
laboratory,0,NULL,1_1,laboratory,0,NULL,0_2,1,NULL
laboratory,0,NULL,1_1,laboratory,0,NULL,1_0,1,NULL
laboratory,0,NULL,1_1,laboratory,0,NULL,1_2,1,NULL
laboratory,0,NULL,1_1,laboratory,0,NULL,2_0,1,NULL
laboratory,0,NULL,1_1,laboratory,0,NULL,2_1,1,NULL
laboratory,0,NULL,1_1,laboratory,0,NULL,2_2,1,NULL
laboratory,0,NULL,1_2,laboratory,0,NULL,0_1,1,NULL
laboratory,0,NULL,1_2,laboratory,0,NULL,0_2,1,NULL
laboratory,0,NULL,1_2,laboratory,0,NULL,0_3,1,NULL
laboratory,0,NULL,1_2,laboratory,0,NULL,1_1,1,NULL
laboratory,0,NULL,1_2,laboratory,0,NULL,1_3,1,NULL
laboratory,0,NULL,1_2,laboratory,0,NULL,2_1,1,NULL
laboratory,0,NULL,1_2,laboratory,0,NULL,2_2,1,NULL
laboratory,0,NULL,1_2,laboratory,0,NULL,2_3,1,NULL
laboratory,0,NULL,1_3,laboratory,0,NULL,0_2,1,NULL
laboratory,0,NULL,1_3,laboratory,0,NULL,0_3,1,NULL
laboratory,0,NULL,1_3,laboratory,0,NULL,0_4,1,NULL
laboratory,0,NULL,1_3,laboratory,0,NULL,1_2,1,NULL
laboratory,0,NULL,1_3,laboratory,0,NULL,1_4,1,NULL
laboratory,0,NULL,1_3,laboratory,0,NULL,2_2,1,NULL
laboratory,0,NULL,1_3,laboratory,0,NULL,2_3,1,NULL
laboratory,0,NULL,1_3,laboratory,0,NULL,2_4,1,NULL
laboratory,0,NULL,1_4,laboratory,0,NULL,0_3,1,NULL
laboratory,0,NULL,1_4,laboratory,0,NULL,0_4,1,NULL
laboratory,0,NULL,1_4,laboratory,0,NULL,0_5,1,NULL
laboratory,0,NULL,1_4,laboratory,0,NULL,1_3,1,NULL
laboratory,0,NULL,1_4,laboratory,0,NULL,1_5,1,NULL
laboratory,0,NULL,1_4,laboratory,0,NULL,2_3,1,NULL
laboratory,0,NULL,1_4,laboratory,0,NULL,2_4,1,NULL
laboratory,0,NULL,1_4,laboratory,0,NULL,2_5,1,NULL
laboratory,0,NULL,1_5,laboratory,0,NULL,0_4,1,NULL
laboratory,0,NULL,1_5,laboratory,0,NULL,0_5,1,NULL
laboratory,0,NULL,1_5,laboratory,0,NULL,0_6,1,NULL
laboratory,0,NULL,1_5,laboratory,0,NULL,1_4,1,NULL
laboratory,0,NULL,1_5,laboratory,0,NULL,1_6,1,NULL
laboratory,0,NULL,1_5,laboratory,0,NULL,2_4,1,NULL
laboratory,0,NULL,1_5,laboratory,0,NULL,2_5,1,NULL
laboratory,0,NULL,1_5,laboratory,0,NULL,2_6,1,NULL
laboratory,0,NULL,1_6,laboratory,0,NULL,0_5,1,NULL
laboratory,0,NULL,1_6,laboratory,0,NULL,0_6,1,NULL
laboratory,0,NULL,1_6,laboratory,0,NULL,0_7,1,NULL
laboratory,0,NULL,1_6,laboratory,0,NULL,1_5,1,NULL
laboratory,0,NULL,1_6,laboratory,0,NULL,1_7,1,NULL
laboratory,0,NULL,1_6,laboratory,0,NULL,2_5,1,NULL
laboratory,0,NULL,1_6,laboratory,0,NULL,2_6,1,NULL
laboratory,0,NULL,1_6,laboratory,0,NULL,2_7,1,NULL
laboratory,0,NULL,1_7,laboratory,0,NULL,0_6,1,NULL
laboratory,0,NULL,1_7,laboratory,0,NULL,0_7,1,NULL
laboratory,0,NULL,1_7,laboratory,0,NULL,0_8,1,NULL
laboratory,0,NULL,1_7,laboratory,0,NULL,1_6,1,NULL
laboratory,0,NULL,1_7,laboratory,0,NULL,1_8,1,NULL
laboratory,0,NULL,1_7,laboratory,0,NULL,2_6,1,NULL
laboratory,0,NULL,1_7,laboratory,0,NULL,2_7,1,NULL
laboratory,0,NULL,1_7,laboratory,0,NULL,2_8,1,NULL
laboratory,0,NULL,1_8,laboratory,0,NULL,0_7,1,NULL
laboratory,0,NULL,1_8,laboratory,0,NULL,0_8,1,NULL
laboratory,0,NULL,1_8,laboratory,0,NULL,0_9,1,NULL
laboratory,0,NULL,1_8,laboratory,0,NULL,1_7,1,NULL
laboratory,0,NULL,1_8,laboratory,0,NULL,1_9,1,NULL
laboratory,0,NULL,1_8,laboratory,0,NULL,2_7,1,NULL
laboratory,0,NULL,1_8,laboratory,0,NULL,2_8,1,NULL
laboratory,0,NULL,1_8,laboratory,0,NULL,2_9,1,NULL
laboratory,0,NULL,1_9,laboratory,0,NULL,0_8,1,NULL
laboratory,0,NULL,1_9,laboratory,0,NULL,0_9,1,NULL
laboratory,0,NULL,1_9,laboratory,0,NULL,0_10,1,NULL
laboratory,0,NULL,1_9,laboratory,0,NULL,1_8,1,NULL
laboratory,0,NULL,1_9,laboratory,0,NULL,1_10,1,NULL
laboratory,0,NULL,1_9,laboratory,0,NULL,2_8,1,NULL
laboratory,0,NULL,1_9,laboratory,0,NULL,2_9,1,NULL
laboratory,0,NULL,1_9,laboratory,0,NULL,2_10,1,NULL
laboratory,0,NULL,1_10,laboratory,0,NULL,0_9,1,NULL
laboratory,0,NULL,1_10,laboratory,0,NULL,0_10,1,NULL
laboratory,0,NULL,1_10,laboratory,0,NULL,0_11,1,NULL
laboratory,0,NULL,1_10,laboratory,0,NULL,1_9,1,NULL
laboratory,0,NULL,1_10,laboratory,0,NULL,1_11,1,NULL
laboratory,0,NULL,1_10,laboratory,0,NULL,2_9,1,NULL
laboratory,0,NULL,1_10,laboratory,0,NULL,2_10,1,NULL
laboratory,0,NULL,1_10,laboratory,0,NULL,2_11,1,NULL
laboratory,0,NULL,1_11,laboratory,0,NULL,0_10,1,NULL
laboratory,0,NULL,1_11,laboratory,0,NULL,0_11,1,NULL
laboratory,0,NULL,1_11,laboratory,0,NULL,0_12,1,NULL
laboratory,0,NULL,1_11,laboratory,0,NULL,1_10,1,NULL
laboratory,0,NULL,1_11,laboratory,0,NULL,1_12,1,NULL
laboratory,0,NULL,1_11,laboratory,0,NULL,2_10,1,NULL
laboratory,0,NULL,1_11,laboratory,0,NULL,2_11,1,NULL
laboratory,0,NULL,1_11,laboratory,0,NULL,2_12,1,NULL
laboratory,0,NULL,1_12,laboratory,0,NULL,0_11,1,NULL
laboratory,0,NULL,1_12,laboratory,0,NULL,0_12,1,NULL
laboratory,0,NULL,1_12,laboratory,0,NULL,0_13,1,NULL
laboratory,0,NULL,1_12,laboratory,0,NULL,1_11,1,NULL
laboratory,0,NULL,1_12,laboratory,0,NULL,1_13,1,NULL
laboratory,0,NULL,1_12,laboratory,0,NULL,2_11,1,NULL
laboratory,0,NULL,1_12,laboratory,0,NULL,2_12,1,NULL
laboratory,0,NULL,1_12,laboratory,0,NULL,2_13,1,NULL
laboratory,0,NULL,1_13,laboratory,0,NULL,0_12,1,NULL
laboratory,0,NULL,1_13,laboratory,0,NULL,0_13,1,NULL
laboratory,0,NULL,1_13,laboratory,0,NULL,0_14,1,NULL
laboratory,0,NULL,1_13,laboratory,0,NULL,1_12,1,NULL
laboratory,0,NULL,1_13,laboratory,0,NULL,1_14,1,NULL
laboratory,0,NULL,1_13,laboratory,0,NULL,2_12,1,NULL
laboratory,0,NULL,1_13,laboratory,0,NULL,2_13,1,NULL
laboratory,0,NULL,1_13,laboratory,0,NULL,2_14,1,NULL
laboratory,0,NULL,1_14,laboratory,0,NULL,0_13,1,NULL
laboratory,0,NULL,1_14,laboratory,0,NULL,0_14,1,NULL
laboratory,0,NULL,1_14,laboratory,0,NULL,0_15,1,NULL
laboratory,0,NULL,1_14,laboratory,0,NULL,1_13,1,NULL
laboratory,0,NULL,1_14,laboratory,0,NULL,1_15,1,NULL
laboratory,0,NULL,1_14,laboratory,0,NULL,2_13,1,NULL
laboratory,0,NULL,1_14,laboratory,0,NULL,2_14,1,NULL
laboratory,0,NULL,1_14,laboratory,0,NULL,2_15,1,NULL
laboratory,0,NULL,1_15,laboratory,0,NULL,0_14,1,NULL
laboratory,0,NULL,1_15,laboratory,0,NULL,0_15,1,NULL
laboratory,0,NULL,1_15,laboratory,0,NULL,0_16,1,NULL
laboratory,0,NULL,1_15,laboratory,0,NULL,1_14,1,NULL
laboratory,0,NULL,1_15,laboratory,0,NULL,1_16,1,NULL
laboratory,0,NULL,1_15,laboratory,0,NULL,2_14,1,NULL
laboratory,0,NULL,1_15,laboratory,0,NULL,2_15,1,NULL
laboratory,0,NULL,1_15,laboratory,0,NULL,2_16,1,NULL
laboratory,0,NULL,1_16,laboratory,0,NULL,0_15,1,NULL
laboratory,0,NULL,1_16,laboratory,0,NULL,0_16,1,NULL
laboratory,0,NULL,1_16,laboratory,0,NULL,0_17,1,NULL
laboratory,0,NULL,1_16,laboratory,0,NULL,1_15,1,NULL
laboratory,0,NULL,1_16,laboratory,0,NULL,1_17,1,NULL
laboratory,0,NULL,1_16,laboratory,0,NULL,2_15,1,NULL
laboratory,0,NULL,1_16,laboratory,0,NULL,2_16,1,NULL
laboratory,0,NULL,1_16,laboratory,0,NULL,2_17,1,NULL
laboratory,0,NULL,1_17,laboratory,0,NULL,0_16,1,NULL
laboratory,0,NULL,1_17,laboratory,0,NULL,0_17,1,NULL
laboratory,0,NULL,1_17,laboratory,0,NULL,0_18,1,NULL
laboratory,0,NULL,1_17,laboratory,0,NULL,1_16,1,NULL
laboratory,0,NULL,1_17,laboratory,0,NULL,1_18,1,NULL
laboratory,0,NULL,1_17,laboratory,0,NULL,2_16,1,NULL
laboratory,0,NULL,1_17,laboratory,0,NULL,2_17,1,NULL
laboratory,0,NULL,1_17,laboratory,0,NULL,2_18,1,NULL
laboratory,0,NULL,1_18,laboratory,0,NULL,0_17,1,NULL
laboratory,0,NULL,1_18,laboratory,0,NULL,0_18,1,NULL
laboratory,0,NULL,1_18,laboratory,0,NULL,0_19,1,NULL
laboratory,0,NULL,1_18,laboratory,0,NULL,1_17,1,NULL
laboratory,0,NULL,1_18,laboratory,0,NULL,1_19,1,NULL
laboratory,0,NULL,1_18,laboratory,0,NULL,2_17,1,NULL
laboratory,0,NULL,1_18,laboratory,0,NULL,2_18,1,NULL
laboratory,0,NULL,1_18,laboratory,0,NULL,2_19,1,NULL
laboratory,0,NULL,1_19,laboratory,0,NULL,0_18,1,NULL
laboratory,0,NULL,1_19,laboratory,0,NULL,0_19,1,NULL
laboratory,0,NULL,1_19,laboratory,0,NULL,0_20,1,NULL
laboratory,0,NULL,1_19,laboratory,0,NULL,1_18,1,NULL
laboratory,0,NULL,1_19,laboratory,0,NULL,1_20,1,NULL
laboratory,0,NULL,1_19,laboratory,0,NULL,2_18,1,NULL
laboratory,0,NULL,1_19,laboratory,0,NULL,2_19,1,NULL
laboratory,0,NULL,1_19,laboratory,0,NULL,2_20,1,NULL
laboratory,0,NULL,1_20,laboratory,0,NULL,0_19,1,NULL
laboratory,0,NULL,1_20,laboratory,0,NULL,0_20,1,NULL
laboratory,0,NULL,1_20,laboratory,0,NULL,1_19,1,NULL
laboratory,0,NULL,1_20,laboratory,0,NULL,2_19,1,NULL
laboratory,0,NULL,1_20,laboratory,0,NULL,2_20,1,NULL
laboratory,0,NULL,2_0,laboratory,0,NULL,1_0,1,NULL
laboratory,0,NULL,2_0,laboratory,0,NULL,1_1,1,NULL
laboratory,0,NULL,2_0,laboratory,0,NULL,2_1,1,NULL
laboratory,0,NULL,2_0,laboratory,0,NULL,3_0,1,NULL
laboratory,0,NULL,2_0,laboratory,0,NULL,3_1,1,NULL
laboratory,0,NULL,2_1,laboratory,0,NULL,1_0,1,NULL
laboratory,0,NULL,2_1,laboratory,0,NULL,1_1,1,NULL
laboratory,0,NULL,2_1,laboratory,0,NULL,1_2,1,NULL
laboratory,0,NULL,2_1,laboratory,0,NULL,2_0,1,NULL
laboratory,0,NULL,2_1,laboratory,0,NULL,2_2,1,NULL
laboratory,0,NULL,2_1,laboratory,0,NULL,3_0,1,NULL
laboratory,0,NULL,2_1,laboratory,0,NULL,3_1,1,NULL
laboratory,0,NULL,2_1,laboratory,0,NULL,3_2,1,NULL
laboratory,0,NULL,2_2,laboratory,0,NULL,1_1,1,NULL
laboratory,0,NULL,2_2,laboratory,0,NULL,1_2,1,NULL
laboratory,0,NULL,2_2,laboratory,0,NULL,1_3,1,NULL
laboratory,0,NULL,2_2,laboratory,0,NULL,2_1,1,NULL
laboratory,0,NULL,2_2,laboratory,0,NULL,2_3,1,NULL
laboratory,0,NULL,2_2,laboratory,0,NULL,3_1,1,NULL
laboratory,0,NULL,2_2,laboratory,0,NULL,3_2,1,NULL
laboratory,0,NULL,2_2,laboratory,0,NULL,3_3,1,NULL
laboratory,0,NULL,2_3,laboratory,0,NULL,1_2,1,NULL
laboratory,0,NULL,2_3,laboratory,0,NULL,1_3,1,NULL
laboratory,0,NULL,2_3,laboratory,0,NULL,1_4,1,NULL
laboratory,0,NULL,2_3,laboratory,0,NULL,2_2,1,NULL
laboratory,0,NULL,2_3,laboratory,0,NULL,2_4,1,NULL
laboratory,0,NULL,2_3,laboratory,0,NULL,3_2,1,NULL
laboratory,0,NULL,2_3,laboratory,0,NULL,3_3,1,NULL
laboratory,0,NULL,2_3,laboratory,0,NULL,3_4,1,NULL
laboratory,0,NULL,2_4,laboratory,0,NULL,1_3,1,NULL
laboratory,0,NULL,2_4,laboratory,0,NULL,1_4,1,NULL
laboratory,0,NULL,2_4,laboratory,0,NULL,1_5,1,NULL
laboratory,0,NULL,2_4,laboratory,0,NULL,2_3,1,NULL
laboratory,0,NULL,2_4,laboratory,0,NULL,2_5,1,NULL
laboratory,0,NULL,2_4,laboratory,0,NULL,3_3,1,NULL
laboratory,0,NULL,2_4,laboratory,0,NULL,3_4,1,NULL
laboratory,0,NULL,2_4,laboratory,0,NULL,3_5,1,NULL
laboratory,0,NULL,2_5,laboratory,0,NULL,1_4,1,NULL
laboratory,0,NULL,2_5,laboratory,0,NULL,1_5,1,NULL
laboratory,0,NULL,2_5,laboratory,0,NULL,1_6,1,NULL
laboratory,0,NULL,2_5,laboratory,0,NULL,2_4,1,NULL
laboratory,0,NULL,2_5,laboratory,0,NULL,2_6,1,NULL
laboratory,0,NULL,2_5,laboratory,0,NULL,3_4,1,NULL
laboratory,0,NULL,2_5,laboratory,0,NULL,3_5,1,NULL
laboratory,0,NULL,2_5,laboratory,0,NULL,3_6,1,NULL
laboratory,0,NULL,2_6,laboratory,0,NULL,1_5,1,NULL
laboratory,0,NULL,2_6,laboratory,0,NULL,1_6,1,NULL
laboratory,0,NULL,2_6,laboratory,0,NULL,1_7,1,NULL
laboratory,0,NULL,2_6,laboratory,0,NULL,2_5,1,NULL
laboratory,0,NULL,2_6,laboratory,0,NULL,2_7,1,NULL
laboratory,0,NULL,2_6,laboratory,0,NULL,3_5,1,NULL
laboratory,0,NULL,2_6,laboratory,0,NULL,3_6,1,NULL
laboratory,0,NULL,2_6,laboratory,0,NULL,3_7,1,NULL
laboratory,0,NULL,2_7,laboratory,0,NULL,1_6,1,NULL
laboratory,0,NULL,2_7,laboratory,0,NULL,1_7,1,NULL
laboratory,0,NULL,2_7,laboratory,0,NULL,1_8,1,NULL
laboratory,0,NULL,2_7,laboratory,0,NULL,2_6,1,NULL
laboratory,0,NULL,2_7,laboratory,0,NULL,2_8,1,NULL
laboratory,0,NULL,2_7,laboratory,0,NULL,3_6,1,NULL
laboratory,0,NULL,2_7,laboratory,0,NULL,3_7,1,NULL
laboratory,0,NULL,2_7,laboratory,0,NULL,3_8,1,NULL
laboratory,0,NULL,2_8,laboratory,0,NULL,1_7,1,NULL
laboratory,0,NULL,2_8,laboratory,0,NULL,1_8,1,NULL
laboratory,0,NULL,2_8,laboratory,0,NULL,1_9,1,NULL
laboratory,0,NULL,2_8,laboratory,0,NULL,2_7,1,NULL
laboratory,0,NULL,2_8,laboratory,0,NULL,2_9,1,NULL
laboratory,0,NULL,2_8,laboratory,0,NULL,3_7,1,NULL
laboratory,0,NULL,2_8,laboratory,0,NULL,3_8,1,NULL
laboratory,0,NULL,2_8,laboratory,0,NULL,3_9,1,NULL
laboratory,0,NULL,2_9,laboratory,0,NULL,1_8,1,NULL
laboratory,0,NULL,2_9,laboratory,0,NULL,1_9,1,NULL
laboratory,0,NULL,2_9,laboratory,0,NULL,1_10,1,NULL
laboratory,0,NULL,2_9,laboratory,0,NULL,2_8,1,NULL
laboratory,0,NULL,2_9,laboratory,0,NULL,2_10,1,NULL
laboratory,0,NULL,2_9,laboratory,0,NULL,3_8,1,NULL
laboratory,0,NULL,2_9,laboratory,0,NULL,3_9,1,NULL
laboratory,0,NULL,2_9,laboratory,0,NULL,3_10,1,NULL
laboratory,0,NULL,2_10,laboratory,0,NULL,1_9,1,NULL
laboratory,0,NULL,2_10,laboratory,0,NULL,1_10,1,NULL
laboratory,0,NULL,2_10,laboratory,0,NULL,1_11,1,NULL
laboratory,0,NULL,2_10,laboratory,0,NULL,2_9,1,NULL
laboratory,0,NULL,2_10,laboratory,0,NULL,2_11,1,NULL
laboratory,0,NULL,2_10,laboratory,0,NULL,3_9,1,NULL
laboratory,0,NULL,2_10,laboratory,0,NULL,3_10,1,NULL
laboratory,0,NULL,2_10,laboratory,0,NULL,3_11,1,NULL
laboratory,0,NULL,2_11,laboratory,0,NULL,1_10,1,NULL
laboratory,0,NULL,2_11,laboratory,0,NULL,1_11,1,NULL
laboratory,0,NULL,2_11,laboratory,0,NULL,1_12,1,NULL
laboratory,0,NULL,2_11,laboratory,0,NULL,2_10,1,NULL
laboratory,0,NULL,2_11,laboratory,0,NULL,2_12,1,NULL
laboratory,0,NULL,2_11,laboratory,0,NULL,3_10,1,NULL
laboratory,0,NULL,2_11,laboratory,0,NULL,3_11,1,NULL
laboratory,0,NULL,2_11,laboratory,0,NULL,3_12,1,NULL
laboratory,0,NULL,2_12,laboratory,0,NULL,1_11,1,NULL
laboratory,0,NULL,2_12,laboratory,0,NULL,1_12,1,NULL
laboratory,0,NULL,2_12,laboratory,0,NULL,1_13,1,NULL
laboratory,0,NULL,2_12,laboratory,0,NULL,2_11,1,NULL
laboratory,0,NULL,2_12,laboratory,0,NULL,2_13,1,NULL
laboratory,0,NULL,2_12,laboratory,0,NULL,3_11,1,NULL
laboratory,0,NULL,2_12,laboratory,0,NULL,3_12,1,NULL
laboratory,0,NULL,2_12,laboratory,0,NULL,3_13,1,NULL
laboratory,0,NULL,2_13,laboratory,0,NULL,1_12,1,NULL
laboratory,0,NULL,2_13,laboratory,0,NULL,1_13,1,NULL
laboratory,0,NULL,2_13,laboratory,0,NULL,1_14,1,NULL
laboratory,0,NULL,2_13,laboratory,0,NULL,2_12,1,NULL
laboratory,0,NULL,2_13,laboratory,0,NULL,2_14,1,NULL
laboratory,0,NULL,2_13,laboratory,0,NULL,3_12,1,NULL
laboratory,0,NULL,2_13,laboratory,0,NULL,3_13,1,NULL
laboratory,0,NULL,2_13,laboratory,0,NULL,3_14,1,NULL
laboratory,0,NULL,2_14,laboratory,0,NULL,1_13,1,NULL
laboratory,0,NULL,2_14,laboratory,0,NULL,1_14,1,NULL
laboratory,0,NULL,2_14,laboratory,0,NULL,1_15,1,NULL
laboratory,0,NULL,2_14,laboratory,0,NULL,2_13,1,NULL
laboratory,0,NULL,2_14,laboratory,0,NULL,2_15,1,NULL
laboratory,0,NULL,2_14,laboratory,0,NULL,3_13,1,NULL
laboratory,0,NULL,2_14,laboratory,0,NULL,3_14,1,NULL
laboratory,0,NULL,2_14,laboratory,0,NULL,3_15,1,NULL
laboratory,0,NULL,2_15,laboratory,0,NULL,1_14,1,NULL
laboratory,0,NULL,2_15,laboratory,0,NULL,1_15,1,NULL
laboratory,0,NULL,2_15,laboratory,0,NULL,1_16,1,NULL
laboratory,0,NULL,2_15,laboratory,0,NULL,2_14,1,NULL
laboratory,0,NULL,2_15,laboratory,0,NULL,2_16,1,NULL
