fingerprint_id,AP-WAP000-NULL,AP-WAP001-NULL,AP-WAP002-NULL,AP-WAP003-NULL,AP-WAP004-NULL,AP-WAP005-NULL,AP-WAP006-NULL,AP-WAP007-NULL
132,-52,-60,-67,-75,-64,-64,-67,-76
133,-58,-63,-66,-70,-61,-63,-70,-72
134,-59,-65,-69,-71,-63,-62,-72,-72
135,-59,-64,-68,-72,-61,-65,-67,-70
136,-63,-64,-62,-68,-59,-60,-70,-69
137,-60,-61,-65,-71,-58,-63,-66,-71
138,-59,-65,-70,-71,-55,-67,-70,-72
139,-59,-69,-68,-75,-57,-64,-72,-72
140,-61,-62,-71,-72,-58,-66,-69,-71
141,-66,-69,-69,-73,-57,-62,-67,-71
142,-65,-65,-68,-71,-57,-62,-70,-73
143,-64,-65,-71,-75,-53,-61,-69,-71
144,-65,-61,-69,-76,-57,-60,-68,-69
145,-63,-70,-69,-74,-53,-61,-67,-73
146,-66,-68,-72,-74,-51,-65,-68,-76
147,-52,-61,-68,-73,-65,-67,-71,-70
148,-49,-58,-71,-76,-67,-64,-71,-74
149,-51,-61,-68,-69,-63,-65,-72,-71
150,-52,-63,-67,-69,-63,-65,-72,-72
151,-53,-64,-70,-72,-65,-63,-71,-69
152,-57,-62,-68,-74,-62,-64,-70,-72
153,-58,-63,-69,-70,-64,-62,-67,-70
154,-58,-59,-69,-73,-59,-64,-68,-73
155,-58,-61,-69,-71,-61,-64,-68,-75
156,-60,-64,-69,-72,-62,-64,-71,-70
157,-59,-64,-67,-70,-60,-62,-65,-72
158,-65,-62,-70,-73,-62,-64,-67,-70
159,-65,-64,-68,-73,-58,-64,-69,-71
160,-62,-59,-70,-74,-58,-59,-70,-73
161,-60,-65,-71,-72,-54,-58,-70,-72
162,-64,-67,-67,-76,-53,-64,-69,-73
163,-66,-65,-70,-71,-57,-60,-67,-73
164,-62,-64,-74,-76,-51,-60,-68,-73
165,-63,-64,-68,-74,-55,-62,-66,-73
166,-63,-70,-73,-76,-53,-60,-69,-71
167,-64,-69,-66,-72,-53,-61,-71,-73
168,-46,-63,-63,-74,-65,-69,-69,-75
169,-52,-59,-69,-72,-67,-62,-72,-73
170,-52,-61,-69,-71,-63,-68,-67,-75
171,-53,-59,-66,-74,-64,-63,-72,-76
172,-53,-57,-69,-72,-59,-63,-71,-72
173,-55,-58,-69,-72,-62,-67,-74,-71
174,-55,-63,-68,-71,-61,-64,-66,-72
175,-56,-61,-69,-76,-66,-68,-69,-70
176,-58,-62,-69,-73,-57,-62,-66,-68
177,-61,-61,-70,-72,-63,-61,-68,-73
178,-59,-61,-67,-68,-63,-63,-72,-72
179,-63,-63,-70,-70,-61,-59,-70,-74
180,-67,-63,-70,-71,-62,-63,-69,-76
181,-63,-63,-71,-73,-56,-62,-69,-70
182,-63,-68,-70,-72,-62,-62,-69,-72
183,-62,-63,-73,-71,-56,-64,-67,-73
184,-65,-65,-69,-71,-58,-65,-67,-69
185,-64,-66,-67,-70,-55,-61,-68,-71
186,-61,-66,-72,-75,-53,-59,-67,-72
187,-63,-66,-69,-71,-56,-63,-66,-74
188,-66,-67,-70,-74,-56,-60,-71,-75
189,-54,-61,-65,-68,-68,-66,-72,-72
190,-54,-57,-67,-70,-67,-64,-70,-74
191,-55,-56,-66,-73,-68,-68,-69,-71
192,-58,-59,-69,-75,-65,-68,-67,-70
193,-53,-59,-68,-73,-65,-66,-69,-71
194,-54,-57,-67,-74,-65,-67,-68,-71
195,-61,-60,-68,-72,-63,-66,-67,-69
196,-62,-60,-69,-71,-64,-64,-71,-73
197,-59,-63,-68,-71,-60,-61,-67,-71
198,-61,-63,-67,-73,-61,-60,-69,-72
199,-60,-60,-68,-70,-64,-61,-67,-74
200,-64,-65,-64,-74,-62,-62,-69,-73
201,-62,-61,-69,-70,-63,-63,-66,-71
202,-62,-61,-72,-72,-61,-60,-67,-72
203,-60,-64,-68,-74,-57,-61,-69,-72
204,-66,-67,-69,-72,-59,-58,-71,-71
205,-65,-63,-76,-73,-55,-59,-65,-72
206,-66,-67,-69,-71,-57,-59,-67,-72
207,-62,-64,-72,-72,-57,-61,-67,-72
208,-62,-66,-71,-74,-54,-59,-69,-69
209,-68,-66,-69,-75,-53,-58,-70,-75
210,-54,-57,-66,-71,-68,-66,-70,-69
211,-58,-58,-67,-70,-68,-67,-69,-71
212,-56,-61,-67,-68,-66,-66,-73,-73
213,-57,-56,-68,-73,-64,-64,-73,-70
214,-55,-60,-67,-73,-67,-64,-68,-71
215,-60,-60,-68,-68,-67,-64,-70,-73
216,-59,-65,-66,-73,-63,-65,-66,-70
217,-61,-54,-71,-70,-63,-59,-67,-70
218,-60,-60,-63,-73,-64,-65,-67,-70
219,-58,-64,-66,-74,-61,-63,-67,-72
220,-58,-64,-64,-73,-58,-60,-69,-74
221,-64,-66,-66,-68,-62,-58,-70,-69
222,-64,-64,-70,-69,-62,-66,-75,-73
223,-65,-61,-68,-74,-59,-59,-67,-69
224,-64,-62,-67,-76,-57,-57,-67,-70
225,-65,-64,-71,-69,-58,-62,-75,-71
226,-62,-67,-70,-72,-56,-60,-68,-69
227,-65,-65,-71,-71,-56,-60,-67,-70
228,-67,-64,-68,-70,-58,-55,-66,-71
229,-64,-67,-69,-77,-59,-58,-68,-70
230,-66,-68,-70,-74,-55,-59,-69,-72
231,-56,-57,-67,-69,-64,-67,-71,-71
232,-57,-59,-67,-70,-65,-67,-71,-74
233,-58,-61,-67,-68,-67,-65,-70,-73
234,-56,-57,-70,-73,-64,-65,-68,-74
235,-61,-57,-67,-70,-64,-62,-64,-71
236,-55,-57,-65,-70,-63,-66,-69,-68
237,-59,-60,-70,-70,-65,-62,-66,-72
238,-60,-60,-66,-68,-64,-68,-65,-71
239,-59,-57,-68,-72,-63,-59,-68,-70
240,-59,-58,-66,-72,-60,-64,-68,-73
241,-59,-66,-69,-69,-58,-61,-69,-66
242,-61,-60,-68,-69,-63,-58,-67,-71
243,-63,-62,-65,-70,-58,-61,-63,-73
244,-61,-64,-69,-68,-56,-59,-65,-73
245,-61,-62,-67,-76,-60,-61,-69,-71
246,-60,-62,-70,-73,-57,-59,-67,-72
247,-67,-63,-70,-72,-58,-59,-68,-71
248,-63,-66,-66,-69,-56,-59,-67,-74
249,-67,-64,-69,-70,-54,-57,-68,-69
250,-62,-66,-70,-69,-57,-58,-67,-69
251,-64,-65,-70,-75,-56,-61,-64,-69
252,-60,-51,-69,-67,-63,-69,-73,-72
253,-57,-57,-71,-68,-71,-63,-66,-69
254,-56,-58,-65,-67,-62,-65,-70,-72
255,-57,-55,-62,-71,-66,-63,-69,-70
256,-58,-53,-65,-72,-65,-62,-69,-70
257,-61,-58,-70,-73,-65,-64,-67,-75
258,-61,-55,-67,-73,-67,-63,-69,-71
259,-59,-56,-70,-71,-68,-64,-69,-72
260,-59,-63,-67,-71,-63,-63,-67,-72
261,-61,-60,-67,-72,-61,-61,-64,-72
262,-60,-60,-68,-72,-62,-62,-67,-71
263,-63,-61,-66,-73,-57,-63,-66,-71
264,-63,-61,-68,-72,-58,-61,-67,-73
265,-63,-62,-69,-74,-60,-59,-71,-69
266,-63,-62,-70,-70,-63,-60,-64,-70
267,-65,-64,-72,-74,-57,-58,-69,-70
268,-69,-65,-67,-71,-58,-57,-70,-72
269,-61,-65,-68,-67,-61,-60,-68,-70
270,-69,-68,-68,-67,-57,-55,-66,-69
271,-66,-64,-66,-68,-59,-59,-69,-68
272,-61,-63,-69,-74,-57,-62,-66,-71
273,-56,-53,-66,-70,-66,-67,-66,-74
274,-58,-53,-63,-74,-68,-65,-69,-71
275,-59,-54,-66,-69,-65,-64,-72,-72
276,-58,-53,-65,-71,-62,-66,-69,-72
277,-59,-59,-64,-71,-65,-65,-67,-70
278,-56,-56,-65,-67,-60,-64,-70,-72
279,-58,-58,-68,-69,-65,-62,-67,-71
280,-57,-58,-66,-67,-64,-62,-63,-74
281,-59,-61,-65,-69,-61,-62,-70,-70
282,-63,-59,-69,-68,-64,-63,-65,-70
283,-63,-58,-68,-74,-61,-60,-65,-71
284,-65,-58,-67,-67,-58,-60,-63,-68
285,-64,-60,-67,-70,-59,-56,-67,-68
286,-64,-65,-70,-74,-63,-57,-63,-70
287,-65,-66,-66,-72,-56,-55,-67,-72
288,-67,-65,-66,-71,-65,-61,-68,-67
289,-63,-60,-68,-71,-59,-53,-68,-75
290,-67,-67,-69,-72,-59,-55,-64,-67
291,-66,-65,-70,-70,-59,-55,-64,-69
292,-64,-65,-69,-70,-60,-56,-64,-70
293,-64,-69,-71,-72,-58,-56,-69,-71
294,-57,-56,-67,-67,-70,-65,-65,-72
295,-61,-54,-64,-69,-68,-66,-66,-70
296,-60,-53,-65,-67,-68,-66,-70,-72
297,-58,-54,-68,-71,-67,-66,-71,-69
298,-58,-55,-62,-70,-65,-62,-69,-69
299,-60,-56,-65,-70,-69,-63,-68,-72
300,-62,-56,-64,-70,-63,-64,-66,-71
301,-58,-58,-67,-69,-62,-64,-68,-71
302,-61,-61,-62,-69,-66,-63,-65,-71
303,-62,-59,-68,-67,-66,-65,-63,-70
304,-59,-62,-64,-68,-62,-59,-65,-70
305,-64,-59,-66,-70,-57,-60,-67,-68
306,-63,-62,-65,-71,-65,-61,-67,-68
307,-64,-63,-67,-69,-63,-59,-63,-68
308,-64,-65,-67,-73,-62,-57,-66,-71
309,-68,-63,-68,-70,-61,-55,-65,-71
310,-63,-63,-67,-69,-60,-58,-64,-68
311,-64,-64,-66,-72,-57,-55,-66,-70
312,-64,-64,-74,-70,-60,-57,-67,-74
313,-64,-66,-73,-66,-59,-55,-66,-70
314,-68,-65,-65,-71,-61,-57,-67,-71
315,-57,-51,-65,-72,-66,-66,-70,-69
316,-56,-50,-67,-72,-61,-69,-67,-70
317,-60,-52,-63,-69,-63,-62,-68,-72
318,-60,-56,-67,-69,-66,-63,-66,-69
319,-61,-54,-62,-70,-65,-64,-69,-71
320,-64,-55,-64,-64,-63,-64,-68,-72
321,-63,-54,-68,-69,-61,-66,-66,-72
322,-61,-60,-64,-65,-63,-59,-69,-72
323,-64,-62,-69,-71,-64,-60,-65,-72
324,-60,-62,-66,-70,-63,-62,-70,-74
325,-60,-60,-65,-71,-62,-62,-65,-68
326,-62,-62,-69,-71,-64,-58,-66,-70
327,-64,-57,-65,-69,-61,-61,-67,-69
328,-65,-62,-67,-69,-65,-59,-64,-72
329,-59,-60,-65,-72,-61,-58,-66,-69
330,-64,-63,-65,-71,-62,-54,-65,-64
331,-67,-65,-68,-71,-65,-54,-65,-73
332,-68,-63,-69,-73,-62,-53,-64,-67
333,-68,-66,-68,-71,-64,-55,-64,-70
334,-66,-63,-64,-74,-59,-55,-67,-68
335,-66,-65,-69,-69,-60,-55,-63,-68
336,-59,-49,-64,-69,-65,-69,-65,-68
337,-62,-51,-63,-70,-65,-62,-70,-71
338,-59,-52,-68,-70,-65,-66,-68,-72
339,-64,-51,-66,-66,-67,-62,-68,-73
340,-62,-52,-64,-69,-67,-64,-65,-68
341,-63,-54,-65,-69,-62,-61,-65,-69
342,-61,-52,-64,-70,-64,-62,-68,-69
343,-64,-57,-64,-68,-63,-64,-64,-70
344,-57,-58,-68,-66,-67,-63,-64,-68
345,-65,-60,-67,-70,-58,-64,-66,-68
346,-60,-58,-62,-71,-62,-63,-66,-66
347,-64,-61,-67,-70,-62,-61,-65,-72
348,-65,-62,-62,-69,-62,-57,-65,-70
349,-64,-63,-70,-69,-63,-57,-68,-70
350,-64,-64,-66,-69,-63,-58,-63,-69
351,-67,-62,-70,-65,-63,-57,-63,-71
352,-64,-62,-66,-71,-56,-58,-63,-68
353,-67,-60,-66,-70,-62,-53,-64,-70
354,-64,-68,-69,-71,-63,-54,-68,-71
355,-61,-65,-65,-65,-65,-54,-65,-73
356,-67,-61,-67,-70,-63,-53,-61,-73
357,-61,-50,-65,-64,-66,-65,-68,-73
358,-61,-52,-66,-69,-66,-66,-65,-71
359,-64,-48,-64,-71,-66,-64,-65,-70
360,-64,-50,-66,-67,-67,-65,-68,-69
361,-60,-52,-64,-73,-65,-63,-69,-69
362,-66,-54,-65,-69,-66,-62,-66,-70
363,-64,-56,-65,-66,-66,-63,-66,-70
364,-62,-57,-65,-70,-63,-64,-66,-69
365,-66,-58,-65,-75,-64,-60,-64,-71
366,-63,-56,-68,-69,-64,-61,-63,-70
367,-65,-61,-64,-67,-65,-59,-67,-71
368,-63,-62,-65,-70,-62,-61,-66,-70
369,-64,-60,-67,-70,-63,-60,-68,-71
370,-63,-62,-66,-72,-63,-55,-67,-65
371,-64,-63,-67,-70,-60,-54,-61,-71
372,-65,-61,-64,-68,-64,-56,-65,-70
373,-66,-62,-71,-66,-65,-55,-63,-69
374,-63,-65,-69,-68,-65,-52,-64,-67
375,-66,-65,-68,-70,-62,-53,-65,-72
376,-67,-66,-70,-70,-66,-53,-65,-67
377,-68,-69,-64,-71,-61,-54,-65,-68
378,-64,-55,-63,-71,-66,-67,-66,-68
379,-58,-47,-64,-70,-69,-66,-70,-71
380,-63,-53,-64,-67,-68,-68,-66,-72
381,-60,-53,-64,-72,-64,-66,-67,-66
382,-65,-52,-61,-69,-67,-64,-65,-72
383,-65,-57,-66,-67,-64,-63,-65,-70
384,-66,-60,-63,-68,-65,-62,-65,-69
385,-65,-55,-61,-67,-63,-63,-69,-69
386,-60,-59,-64,-65,-70,-61,-69,-68
387,-64,-59,-64,-71,-67,-62,-67,-71
388,-64,-62,-63,-69,-69,-58,-65,-70
389,-66,-59,-65,-70,-63,-59,-65,-67
390,-66,-60,-65,-68,-65,-59,-65,-69
391,-66,-61,-65,-71,-64,-55,-64,-69
392,-69,-61,-67,-72,-63,-56,-64,-68
393,-68,-63,-66,-72,-61,-55,-65,-71
394,-67,-59,-67,-67,-62,-55,-65,-67
395,-67,-63,-65,-70,-63,-54,-66,-68
396,-63,-61,-69,-71,-61,-56,-63,-66
397,-66,-64,-67,-70,-64,-51,-63,-67
398,-67,-61,-67,-72,-60,-52,-62,-70
399,-62,-49,-62,-69,-65,-66,-69,-69
400,-66,-47,-63,-66,-68,-66,-71,-69
401,-61,-49,-60,-68,-65,-68,-66,-72
402,-65,-51,-65,-66,-70,-67,-67,-73
403,-60,-55,-65,-68,-67,-68,-69,-68
404,-64,-54,-64,-71,-67,-65,-69,-70
405,-66,-58,-61,-70,-62,-64,-64,-64
406,-64,-54,-63,-68,-67,-63,-62,-70
407,-67,-57,-67,-69,-65,-62,-63,-71
408,-63,-57,-62,-70,-64,-61,-68,-66
409,-66,-58,-62,-69,-63,-63,-65,-70
410,-65,-61,-66,-71,-65,-61,-65,-68
411,-63,-61,-66,-73,-67,-60,-66,-68
412,-66,-65,-62,-70,-61,-56,-65,-70
413,-66,-63,-66,-72,-67,-57,-63,-66
414,-65,-65,-66,-70,-64,-51,-63,-65
415,-68,-62,-66,-73,-65,-50,-63,-68
416,-67,-64,-67,-70,-62,-53,-64,-71
417,-68,-67,-68,-69,-64,-57,-63,-69
418,-67,-65,-67,-70,-62,-54,-63,-69
419,-66,-69,-67,-67,-62,-54,-62,-69
420,-65,-51,-61,-68,-71,-66,-68,-66
421,-65,-53,-61,-65,-69,-65,-68,-74
422,-65,-50,-66,-67,-67,-67,-63,-69
423,-66,-52,-61,-70,-68,-65,-65,-66
424,-64,-53,-63,-69,-69,-64,-66,-72
425,-65,-57,-64,-66,-64,-64,-69,-70
426,-66,-54,-63,-68,-66,-62,-65,-71
427,-63,-57,-61,-67,-68,-64,-67,-69
428,-67,-57,-67,-68,-67,-60,-66,-69
429,-67,-60,-64,-73,-64,-61,-60,-70
430,-63,-62,-62,-65,-66,-58,-65,-69
431,-69,-63,-66,-66,-66,-58,-62,-68
432,-64,-59,-64,-71,-65,-59,-66,-69
433,-68,-65,-67,-67,-62,-56,-63,-68
434,-67,-62,-68,-71,-65,-58,-61,-67
435,-71,-62,-67,-66,-65,-56,-62,-69
436,-68,-62,-68,-67,-64,-56,-63,-70
437,-65,-61,-67,-71,-65,-53,-65,-68
438,-67,-64,-67,-65,-63,-59,-63,-68
439,-64,-67,-69,-68,-66,-52,-62,-67
440,-65,-71,-69,-70,-66,-52,-60,-70
441,-65,-51,-60,-68,-68,-66,-65,-69
442,-63,-53,-61,-68,-67,-66,-69,-67
443,-67,-58,-63,-69,-70,-64,-68,-68
444,-63,-56,-64,-69,-70,-65,-64,-68
445,-64,-59,-62,-69,-68,-64,-62,-68
446,-66,-55,-62,-68,-71,-64,-69,-69
447,-62,-58,-63,-65,-66,-65,-65,-70
448,-65,-60,-63,-67,-64,-65,-65,-72
449,-61,-55,-68,-67,-67,-63,-66,-70
450,-67,-61,-61,-69,-67,-62,-64,-68
451,-65,-57,-65,-67,-65,-62,-62,-69
452,-61,-58,-62,-66,-67,-60,-64,-69
453,-66,-63,-62,-69,-69,-60,-63,-67
454,-65,-61,-68,-69,-63,-58,-67,-69
455,-67,-63,-65,-69,-65,-58,-65,-66
456,-64,-61,-63,-68,-61,-61,-61,-67
457,-66,-61,-62,-69,-65,-56,-64,-70
458,-68,-67,-64,-70,-65,-55,-61,-69
459,-69,-67,-67,-68,-66,-55,-62,-72
460,-67,-67,-70,-70,-66,-57,-61,-67
461,-68,-67,-63,-67,-65,-55,-62,-66
462,-63,-54,-59,-68,-68,-67,-64,-69
463,-62,-52,-62,-70,-67,-67,-67,-70
464,-63,-52,-58,-68,-69,-64,-66,-70
465,-65,-54,-60,-68,-64,-64,-68,-71
466,-64,-58,-65,-67,-69,-61,-67,-69
467,-65,-54,-64,-68,-65,-64,-68,-67
468,-63,-61,-61,-68,-70,-65,-61,-70
469,-67,-60,-60,-68,-65,-63,-64,-70
470,-64,-60,-62,-71,-66,-59,-60,-66
471,-62,-57,-65,-68,-69,-63,-64,-71
472,-67,-59,-60,-70,-65,-62,-59,-66
473,-66,-62,-64,-66,-68,-60,-63,-67
474,-66,-61,-64,-69,-65,-60,-62,-69
475,-66,-59,-67,-67,-68,-57,-63,-66
476,-64,-61,-63,-66,-64,-57,-62,-68
477,-64,-66,-63,-68,-67,-54,-59,-69
478,-70,-64,-65,-65,-64,-58,-66,-68
479,-67,-62,-65,-68,-67,-57,-62,-68
480,-66,-65,-67,-71,-66,-56,-62,-68
481,-68,-63,-67,-72,-67,-55,-58,-65
482,-66,-64,-70,-70,-62,-58,-60,-64
483,-64,-55,-58,-65,-67,-65,-68,-71
484,-65,-58,-59,-67,-68,-66,-67,-71
485,-65,-55,-60,-72,-70,-61,-63,-69
486,-67,-55,-60,-65,-68,-64,-66,-72
487,-68,-56,-57,-65,-68,-66,-65,-70
488,-65,-55,-58,-67,-70,-67,-64,-69
489,-63,-59,-62,-65,-63,-66,-65,-67
490,-68,-56,-64,-67,-68,-62,-65,-67
491,-67,-61,-63,-69,-64,-64,-66,-68
492,-68,-58,-67,-64,-67,-60,-66,-66
493,-67,-61,-62,-69,-67,-64,-59,-71
494,-66,-61,-64,-68,-65,-62,-61,-66
495,-63,-60,-63,-70,-64,-61,-60,-66
496,-66,-64,-63,-68,-66,-65,-61,-69
497,-66,-63,-64,-70,-66,-58,-60,-68
498,-69,-65,-65,-69,-65,-59,-57,-71
499,-71,-66,-66,-66,-64,-59,-63,-67
500,-66,-63,-66,-69,-63,-59,-54,-65
501,-68,-65,-65,-68,-62,-53,-59,-68
502,-66,-65,-64,-69,-65,-58,-56,-69
503,-70,-66,-65,-68,-65,-59,-61,-70
504,-66,-58,-61,-65,-67,-64,-65,-69
505,-64,-60,-59,-64,-66,-66,-69,-67
506,-66,-61,-61,-67,-73,-68,-67,-70
507,-67,-62,-60,-72,-64,-66,-64,-68
508,-67,-58,-56,-71,-70,-65,-66,-68
509,-65,-61,-59,-67,-70,-66,-64,-70
510,-68,-60,-63,-69,-67,-66,-70,-68
511,-66,-60,-61,-67,-65,-62,-63,-74
512,-69,-59,-56,-67,-67,-63,-59,-69
513,-65,-61,-59,-68,-65,-65,-62,-71
514,-65,-63,-59,-69,-66,-62,-59,-68
515,-67,-61,-65,-62,-67,-59,-63,-70
516,-66,-63,-66,-72,-64,-60,-63,-68
517,-67,-63,-65,-67,-66,-59,-64,-66
518,-66,-64,-61,-67,-68,-59,-62,-64
519,-68,-62,-62,-69,-66,-57,-60,-62
520,-72,-64,-66,-63,-66,-58,-61,-67
521,-70,-64,-65,-75,-65,-56,-58,-64
522,-68,-66,-67,-72,-66,-59,-58,-67
523,-69,-63,-66,-66,-67,-61,-60,-70
524,-66,-65,-65,-73,-65,-57,-60,-68
525,-66,-59,-60,-65,-69,-63,-65,-66
526,-64,-61,-59,-67,-67,-66,-68,-70
527,-64,-56,-59,-64,-68,-62,-67,-72
528,-67,-60,-56,-64,-66,-66,-64,-67
529,-67,-62,-56,-66,-68,-66,-65,-67
