fingerprint_id,AP-WAP000-NULL,AP-WAP001-NULL,AP-WAP002-NULL,AP-WAP003-NULL,AP-WAP004-NULL,AP-WAP005-NULL,AP-WAP006-NULL,AP-WAP007-NULL
87,-48,-64,-69,-73,-63,-65,-73,-73
88,-52,-66,-67,-73,-65,-67,-70,-75
89,-53,-60,-68,-74,-64,-66,-68,-75
90,-52,-63,-69,-74,-65,-65,-72,-76
91,-57,-63,-68,-77,-64,-66,-67,-71
92,-58,-67,-69,-69,-56,-62,-70,-73
93,-59,-62,-72,-75,-59,-65,-73,-72
94,-60,-67,-67,-75,-60,-69,-72,-71
95,-63,-65,-71,-72,-56,-62,-69,-74
96,-57,-63,-71,-71,-59,-66,-71,-70
97,-67,-64,-70,-73,-57,-60,-69,-74
98,-61,-64,-68,-75,-58,-64,-72,-74
99,-63,-65,-70,-71,-55,-65,-69,-72
100,-63,-68,-71,-73,-53,-63,-69,-74
101,-64,-64,-66,-77,-49,-62,-73,-70
102,-68,-67,-68,-73,-55,-63,-70,-70
103,-68,-69,-71,-73,-53,-69,-70,-74
104,-65,-67,-73,-78,-51,-63,-67,-71
105,-51,-63,-68,-72,-68,-65,-66,-73
106,-49,-63,-68,-74,-70,-67,-73,-77
107,-48,-60,-70,-71,-63,-67,-72,-75
108,-52,-64,-66,-73,-66,-69,-72,-70
109,-47,-62,-70,-69,-65,-66,-69,-75
110,-54,-61,-67,-74,-61,-64,-72,-69
111,-54,-62,-72,-72,-62,-61,-70,-73
112,-55,-61,-67,-72,-63,-61,-69,-74
113,-57,-64,-69,-70,-62,-65,-69,-70
114,-57,-64,-67,-69,-59,-61,-68,-74
115,-58,-63,-68,-71,-62,-66,-70,-72
116,-58,-62,-64,-74,-58,-66,-66,-73
117,-60,-63,-67,-70,-57,-65,-69,-73
118,-59,-64,-65,-74,-58,-62,-71,-71
119,-60,-65,-70,-70,-55,-63,-68,-72
120,-64,-63,-72,-76,-53,-62,-73,-73
121,-66,-69,-67,-73,-53,-62,-68,-72
122,-64,-64,-72,-72,-58,-61,-67,-75
123,-63,-70,-67,-71,-54,-66,-71,-73
124,-67,-68,-68,-71,-55,-65,-69,-70
125,-67,-67,-73,-70,-53,-64,-69,-72
126,-49,-60,-67,-72,-68,-65,-72,-69
127,-48,-62,-67,-73,-67,-67,-73,-73
128,-50,-62,-71,-73,-68,-67,-68,-74
129,-53,-59,-67,-72,-68,-65,-72,-72
130,-55,-60,-67,-71,-64,-64,-70,-74
131,-53,-58,-69,-73,-64,-67,-67,-72
132,-58,-62,-69,-72,-62,-68,-73,-71
133,-57,-61,-70,-72,-61,-63,-69,-73
134,-60,-63,-67,-75,-61,-62,-70,-70
135,-54,-65,-68,-73,-58,-63,-68,-71
136,-57,-66,-66,-74,-60,-65,-70,-72
137,-61,-63,-69,-70,-63,-65,-68,-74
138,-65,-66,-67,-71,-60,-61,-66,-67
139,-62,-62,-72,-71,-56,-62,-67,-71
140,-64,-63,-69,-72,-57,-60,-65,-72
141,-64,-64,-70,-76,-54,-61,-64,-70
142,-62,-67,-68,-71,-55,-62,-67,-70
143,-65,-64,-68,-72,-54,-64,-70,-70
144,-65,-68,-66,-77,-55,-58,-70,-70
145,-65,-68,-68,-73,-55,-61,-69,-73
146,-65,-68,-73,-73,-56,-62,-67,-72
147,-51,-62,-67,-70,-68,-63,-71,-72
148,-47,-61,-69,-75,-63,-64,-71,-75
149,-53,-59,-72,-70,-68,-68,-72,-70
150,-51,-62,-71,-70,-65,-65,-72,-74
151,-51,-64,-66,-72,-66,-66,-69,-73
152,-58,-62,-67,-73,-65,-65,-70,-69
153,-55,-64,-69,-69,-61,-66,-72,-67
154,-59,-61,-66,-72,-64,-66,-70,-74
155,-59,-63,-66,-72,-63,-63,-70,-73
156,-59,-62,-68,-72,-63,-61,-66,-71
157,-61,-64,-69,-71,-59,-61,-69,-72
158,-61,-62,-73,-73,-58,-61,-69,-72
159,-58,-61,-68,-72,-58,-61,-68,-73
160,-62,-64,-70,-71,-61,-61,-67,-71
161,-63,-69,-67,-74,-55,-64,-67,-72
162,-66,-63,-74,-71,-55,-63,-67,-75
163,-62,-69,-73,-74,-53,-64,-72,-73
164,-67,-71,-71,-70,-55,-61,-69,-71
165,-66,-64,-68,-72,-57,-62,-66,-73
166,-65,-64,-72,-74,-53,-62,-64,-71
167,-69,-70,-70,-76,-54,-63,-70,-71
168,-51,-58,-69,-70,-66,-67,-68,-68
169,-50,-62,-70,-75,-61,-68,-67,-73
170,-52,-62,-69,-73,-68,-64,-70,-73
171,-54,-60,-66,-72,-66,-67,-72,-73
172,-56,-62,-68,-70,-64,-66,-69,-73
173,-55,-57,-69,-72,-65,-68,-66,-76
174,-56,-59,-69,-72,-65,-65,-72,-75
175,-58,-62,-70,-72,-67,-65,-70,-73
176,-61,-60,-73,-70,-61,-61,-66,-72
177,-59,-60,-67,-72,-63,-64,-67,-74
178,-59,-65,-68,-70,-61,-63,-68,-71
179,-60,-61,-67,-73,-59,-63,-65,-74
180,-61,-64,-67,-71,-56,-59,-65,-76
181,-63,-60,-68,-71,-56,-63,-69,-72
182,-65,-64,-70,-71,-55,-60,-68,-70
183,-62,-65,-67,-70,-56,-62,-68,-66
184,-63,-66,-68,-73,-56,-59,-70,-70
185,-62,-69,-68,-74,-59,-61,-67,-72
186,-65,-65,-69,-73,-54,-59,-70,-72
187,-66,-65,-66,-71,-50,-61,-70,-71
188,-63,-64,-68,-70,-52,-58,-71,-72
189,-54,-61,-67,-70,-68,-66,-69,-73
190,-53,-61,-69,-71,-66,-64,-71,-70
191,-55,-59,-67,-68,-63,-62,-68,-70
192,-51,-58,-66,-74,-65,-65,-72,-76
193,-53,-60,-65,-71,-63,-62,-64,-71
194,-59,-58,-66,-72,-63,-66,-69,-73
195,-60,-60,-66,-74,-64,-66,-71,-69
196,-52,-60,-70,-70,-63,-61,-69,-72
197,-52,-61,-69,-71,-61,-62,-63,-72
198,-57,-61,-69,-73,-57,-59,-67,-71
199,-57,-61,-68,-73,-60,-61,-66,-72
200,-60,-63,-70,-73,-60,-61,-72,-70
201,-61,-66,-67,-75,-60,-60,-70,-69
202,-65,-65,-73,-70,-60,-62,-70,-68
203,-67,-61,-68,-73,-58,-63,-66,-71
204,-63,-67,-67,-74,-60,-59,-70,-70
205,-67,-64,-66,-67,-55,-62,-66,-73
206,-65,-63,-70,-70,-56,-61,-67,-72
207,-68,-67,-68,-71,-56,-60,-63,-75
208,-65,-71,-69,-72,-58,-61,-68,-73
209,-67,-62,-71,-69,-58,-59,-66,-70
210,-55,-62,-66,-70,-67,-63,-70,-70
211,-58,-60,-69,-72,-69,-65,-65,-70
212,-58,-57,-65,-78,-65,-67,-67,-73
213,-58,-63,-64,-70,-66,-67,-69,-72
214,-57,-58,-66,-72,-66,-69,-69,-70
215,-56,-57,-69,-73,-60,-63,-73,-76
216,-57,-58,-66,-68,-64,-68,-70,-69
217,-60,-59,-66,-68,-63,-63,-67,-70
218,-61,-59,-70,-69,-63,-61,-68,-69
219,-61,-59,-65,-76,-64,-62,-67,-69
220,-57,-62,-70,-71,-60,-61,-71,-71
221,-62,-64,-70,-73,-62,-59,-68,-68
222,-61,-64,-67,-70,-61,-57,-67,-71
223,-64,-62,-67,-71,-59,-59,-70,-73
224,-61,-64,-68,-72,-58,-59,-65,-69
225,-64,-64,-73,-72,-55,-60,-68,-68
226,-65,-66,-70,-71,-57,-59,-68,-69
227,-63,-68,-67,-72,-54,-61,-68,-71
228,-65,-64,-70,-72,-56,-60,-71,-69
229,-65,-65,-68,-72,-55,-57,-68,-69
230,-66,-65,-68,-74,-57,-58,-71,-73
231,-57,-50,-63,-73,-65,-67,-67,-70
232,-59,-58,-68,-69,-63,-65,-71,-73
233,-55,-56,-65,-68,-68,-65,-67,-73
234,-59,-55,-65,-68,-62,-64,-67,-70
235,-60,-58,-63,-70,-68,-66,-69,-69
236,-58,-54,-67,-69,-68,-62,-71,-76
237,-60,-60,-66,-72,-61,-66,-68,-71
238,-58,-61,-67,-67,-68,-61,-68,-72
239,-60,-60,-68,-73,-63,-62,-67,-74
240,-62,-59,-69,-72,-63,-61,-70,-70
241,-65,-63,-69,-71,-59,-61,-68,-69
242,-60,-61,-71,-70,-59,-60,-71,-71
243,-67,-63,-69,-70,-60,-62,-67,-70
244,-60,-63,-66,-67,-58,-58,-66,-71
245,-61,-64,-67,-69,-57,-58,-66,-71
246,-61,-61,-67,-73,-57,-62,-68,-71
247,-63,-65,-64,-73,-60,-57,-65,-70
248,-63,-64,-68,-71,-59,-56,-71,-71
249,-64,-62,-68,-73,-60,-59,-62,-71
250,-64,-63,-70,-72,-56,-56,-68,-68
251,-65,-67,-72,-72,-58,-58,-69,-70
252,-58,-58,-66,-72,-68,-67,-73,-70
253,-59,-55,-67,-73,-63,-66,-67,-71
254,-58,-59,-65,-70,-66,-65,-69,-72
255,-60,-55,-65,-70,-65,-62,-72,-72
256,-63,-58,-65,-72,-65,-64,-70,-70
257,-58,-58,-67,-72,-64,-61,-68,-73
258,-59,-60,-63,-71,-65,-63,-66,-73
259,-57,-61,-67,-67,-64,-62,-67,-72
260,-57,-58,-68,-70,-61,-62,-67,-69
261,-60,-60,-70,-70,-63,-57,-69,-69
262,-63,-60,-65,-74,-60,-60,-69,-71
263,-62,-59,-68,-74,-62,-64,-64,-71
264,-62,-62,-67,-71,-59,-60,-67,-70
265,-64,-66,-69,-71,-60,-55,-71,-70
266,-65,-67,-70,-76,-60,-57,-65,-70
267,-66,-66,-68,-68,-59,-59,-68,-70
268,-64,-62,-66,-71,-59,-60,-70,-71
269,-64,-62,-66,-70,-56,-56,-67,-70
270,-64,-63,-69,-72,-58,-56,-67,-70
271,-66,-64,-71,-70,-60,-54,-67,-69
272,-64,-67,-67,-71,-57,-55,-62,-70
273,-59,-55,-65,-71,-69,-68,-69,-71
274,-61,-55,-64,-69,-67,-71,-71,-72
275,-62,-54,-62,-69,-64,-67,-67,-71
276,-58,-53,-64,-74,-63,-65,-66,-74
277,-60,-54,-66,-66,-66,-65,-67,-74
278,-56,-57,-67,-72,-65,-64,-68,-74
279,-61,-57,-65,-72,-65,-62,-67,-69
280,-57,-59,-66,-73,-62,-64,-65,-67
281,-65,-57,-64,-71,-63,-61,-66,-71
282,-60,-61,-68,-72,-62,-60,-66,-73
283,-60,-61,-67,-72,-61,-60,-67,-68
284,-62,-64,-67,-70,-59,-61,-69,-70
285,-61,-64,-70,-70,-65,-58,-67,-71
286,-64,-60,-68,-70,-59,-57,-63,-71
287,-61,-67,-69,-69,-63,-56,-68,-71
288,-62,-64,-65,-69,-63,-57,-68,-72
289,-63,-63,-72,-69,-56,-54,-66,-70
290,-67,-66,-70,-72,-58,-57,-66,-70
291,-65,-65,-67,-68,-64,-60,-69,-70
292,-64,-68,-69,-70,-58,-55,-69,-70
293,-66,-66,-67,-72,-58,-57,-65,-68
294,-59,-54,-67,-69,-64,-65,-67,-73
295,-60,-49,-65,-69,-70,-63,-70,-68
296,-58,-56,-66,-70,-64,-63,-68,-68
297,-60,-57,-64,-70,-68,-65,-69,-68
298,-62,-60,-69,-71,-65,-68,-67,-71
299,-60,-58,-63,-71,-65,-66,-67,-74
300,-59,-56,-64,-70,-64,-64,-69,-69
301,-59,-58,-68,-69,-64,-62,-71,-72
302,-59,-56,-68,-67,-64,-61,-66,-71
303,-60,-58,-66,-72,-61,-59,-69,-70
304,-63,-59,-66,-70,-61,-62,-64,-70
305,-64,-62,-67,-68,-60,-57,-72,-72
306,-62,-60,-66,-72,-60,-62,-65,-70
307,-64,-63,-65,-71,-60,-60,-66,-70
308,-63,-64,-65,-74,-63,-60,-63,-69
309,-63,-63,-66,-73,-63,-56,-64,-71
310,-67,-61,-66,-68,-64,-56,-67,-72
311,-67,-67,-66,-72,-63,-54,-67,-70
312,-67,-64,-69,-71,-59,-57,-66,-71
313,-66,-62,-72,-70,-59,-54,-64,-72
314,-67,-66,-66,-71,-63,-50,-65,-70
315,-58,-52,-66,-70,-67,-67,-72,-70
316,-65,-54,-62,-72,-66,-68,-67,-71
317,-58,-54,-67,-67,-67,-66,-67,-71
318,-64,-54,-64,-70,-67,-66,-68,-71
319,-62,-55,-62,-67,-63,-65,-69,-71
320,-61,-52,-70,-69,-67,-63,-65,-70
321,-59,-57,-67,-69,-64,-61,-70,-71
322,-63,-53,-68,-68,-66,-66,-66,-70
323,-61,-62,-67,-68,-64,-59,-63,-69
324,-63,-56,-63,-73,-64,-59,-66,-74
325,-64,-59,-65,-72,-64,-63,-65,-71
326,-62,-59,-66,-66,-65,-60,-62,-73
327,-66,-62,-68,-71,-63,-58,-66,-68
328,-64,-63,-66,-72,-62,-57,-66,-71
329,-66,-63,-69,-71,-62,-60,-68,-68
330,-64,-62,-65,-73,-63,-54,-65,-69
331,-66,-65,-66,-70,-61,-56,-67,-68
332,-64,-64,-68,-70,-60,-55,-65,-67
333,-69,-65,-69,-75,-63,-57,-61,-72
334,-68,-66,-72,-72,-58,-54,-65,-69
335,-65,-61,-67,-73,-60,-54,-67,-67
336,-63,-50,-65,-68,-65,-64,-65,-71
337,-60,-49,-68,-66,-66,-67,-70,-70
338,-61,-49,-65,-71,-65,-66,-66,-73
339,-62,-52,-63,-67,-65,-63,-67,-70
340,-64,-51,-67,-69,-66,-66,-68,-68
341,-61,-56,-61,-69,-66,-61,-69,-73
342,-59,-58,-69,-69,-66,-61,-66,-72
343,-63,-54,-63,-68,-65,-63,-64,-70
344,-63,-60,-66,-69,-63,-63,-66,-73
345,-65,-58,-64,-64,-61,-60,-66,-70
346,-62,-58,-65,-71,-62,-59,-62,-70
347,-64,-62,-71,-67,-64,-62,-65,-70
348,-67,-62,-67,-68,-64,-56,-66,-70
349,-65,-62,-66,-71,-63,-59,-65,-68
350,-66,-57,-67,-65,-65,-59,-64,-70
351,-65,-64,-68,-70,-62,-55,-67,-69
352,-67,-64,-67,-71,-57,-56,-65,-67
353,-68,-67,-70,-69,-62,-55,-63,-69
354,-66,-58,-63,-69,-61,-49,-63,-72
355,-66,-66,-70,-73,-60,-53,-64,-72
356,-64,-66,-69,-72,-61,-52,-65,-69
357,-62,-47,-67,-64,-68,-68,-68,-72
358,-65,-48,-64,-70,-67,-69,-64,-72
359,-62,-51,-60,-71,-71,-64,-68,-72
360,-58,-53,-64,-67,-64,-63,-66,-68
361,-63,-49,-61,-69,-64,-63,-65,-68
362,-63,-57,-56,-71,-64,-64,-63,-65
363,-64,-59,-67,-68,-62,-65,-63,-73
364,-64,-56,-65,-72,-66,-60,-65,-70
365,-65,-57,-67,-68,-62,-61,-66,-70
366,-63,-59,-66,-69,-64,-65,-64,-71
367,-65,-61,-67,-69,-68,-60,-64,-66
368,-65,-58,-68,-67,-63,-60,-66,-68
369,-65,-60,-62,-66,-62,-58,-67,-69
370,-67,-60,-66,-66,-65,-58,-64,-66
371,-64,-61,-66,-71,-61,-57,-66,-68
372,-65,-62,-69,-72,-63,-60,-60,-66
373,-63,-64,-63,-68,-64,-55,-70,-68
374,-66,-65,-65,-67,-62,-55,-62,-69
375,-68,-65,-71,-66,-61,-54,-62,-68
376,-67,-69,-66,-68,-64,-52,-66,-71
377,-69,-67,-65,-74,-62,-53,-63,-68
378,-65,-50,-64,-66,-65,-64,-69,-66
379,-64,-54,-63,-69,-64,-67,-65,-70
380,-60,-53,-63,-70,-63,-65,-65,-68
381,-64,-53,-62,-72,-67,-64,-69,-68
382,-61,-54,-66,-72,-67,-64,-67,-68
383,-63,-50,-67,-71,-66,-63,-70,-69
384,-62,-55,-61,-69,-64,-62,-66,-68
385,-66,-53,-64,-70,-67,-62,-65,-70
386,-64,-53,-63,-67,-63,-64,-63,-67
387,-62,-59,-64,-72,-67,-62,-69,-72
388,-65,-56,-62,-67,-67,-59,-66,-67
389,-66,-59,-65,-67,-66,-62,-63,-71
390,-66,-64,-64,-68,-63,-61,-63,-70
391,-66,-60,-66,-68,-65,-54,-63,-70
392,-65,-61,-66,-68,-63,-58,-60,-69
393,-66,-61,-65,-69,-62,-52,-64,-70
394,-67,-63,-68,-69,-64,-53,-62,-72
395,-70,-64,-67,-67,-63,-51,-66,-69
396,-67,-64,-68,-68,-62,-55,-64,-70
397,-66,-66,-70,-72,-63,-52,-65,-67
398,-65,-66,-67,-71,-62,-53,-63,-67
399,-64,-52,-65,-70,-68,-64,-70,-70
400,-65,-52,-65,-71,-67,-69,-63,-73
401,-64,-51,-61,-69,-67,-64,-67,-72
402,-60,-52,-64,-65,-66,-66,-67,-68
403,-64,-52,-62,-69,-64,-65,-64,-73
404,-59,-55,-64,-65,-61,-66,-65,-70
405,-65,-57,-60,-72,-61,-64,-65,-67
406,-63,-54,-61,-71,-63,-64,-65,-68
407,-64,-61,-67,-70,-63,-61,-66,-67
408,-67,-62,-64,-70,-61,-60,-65,-67
409,-63,-62,-62,-68,-65,-58,-64,-69
410,-65,-61,-68,-66,-63,-60,-63,-70
411,-64,-62,-62,-70,-63,-56,-62,-68
412,-66,-60,-66,-68,-63,-60,-61,-66
413,-65,-63,-66,-69,-66,-55,-63,-71
414,-66,-67,-61,-70,-62,-59,-64,-64
415,-66,-62,-64,-71,-60,-55,-63,-69
416,-63,-62,-69,-68,-62,-51,-60,-64
417,-66,-63,-65,-69,-63,-57,-61,-66
418,-68,-63,-66,-71,-63,-52,-64,-71
419,-70,-61,-64,-72,-59,-53,-61,-71
420,-61,-55,-59,-67,-68,-63,-68,-67
421,-61,-49,-62,-71,-63,-61,-69,-74
422,-62,-51,-60,-67,-67,-64,-66,-72
423,-61,-52,-62,-66,-68,-63,-66,-69
424,-62,-55,-63,-70,-67,-66,-66,-67
425,-63,-55,-63,-71,-65,-62,-67,-70
426,-62,-58,-62,-69,-67,-63,-67,-70
427,-63,-60,-62,-68,-66,-63,-60,-66
428,-63,-59,-64,-70,-61,-60,-67,-67
429,-67,-60,-63,-65,-65,-61,-61,-66
430,-67,-59,-64,-70,-65,-56,-66,-69
431,-67,-63,-64,-69,-66,-59,-60,-71
432,-68,-63,-65,-73,-66,-61,-63,-69
433,-66,-60,-67,-68,-65,-58,-62,-70
434,-68,-64,-69,-65,-63,-57,-60,-68
435,-67,-58,-66,-71,-64,-54,-63,-68
436,-67,-61,-68,-66,-61,-56,-63,-71
437,-67,-63,-66,-68,-66,-61,-60,-68
438,-68,-63,-67,-71,-65,-52,-62,-71
439,-66,-67,-65,-68,-66,-55,-67,-70
440,-68,-67,-66,-71,-66,-56,-62,-68
441,-64,-51,-59,-67,-69,-67,-64,-70
442,-67,-55,-59,-70,-69,-67,-68,-69
443,-66,-54,-63,-68,-65,-61,-66,-67
444,-64,-52,-64,-69,-65,-64,-67,-69
445,-62,-56,-63,-67,-69,-65,-66,-71
446,-64,-53,-60,-66,-64,-62,-63,-72
447,-65,-51,-64,-70,-70,-63,-67,-68
448,-65,-57,-63,-68,-67,-64,-64,-70
449,-64,-55,-65,-68,-67,-68,-67,-71
450,-66,-57,-65,-69,-69,-60,-66,-68
451,-66,-63,-62,-73,-63,-61,-62,-67
452,-62,-61,-61,-66,-64,-58,-65,-70
453,-68,-56,-66,-68,-62,-55,-63,-68
454,-64,-62,-66,-68,-67,-57,-60,-68
455,-64,-62,-62,-66,-67,-58,-60,-69
456,-67,-62,-66,-67,-58,-60,-63,-68
457,-66,-62,-64,-69,-67,-54,-61,-65
458,-66,-66,-65,-69,-65,-57,-65,-73
459,-69,-64,-66,-67,-65,-56,-59,-70
460,-70,-64,-69,-69,-63,-54,-62,-66
461,-67,-66,-68,-71,-64,-56,-66,-65
462,-67,-56,-61,-70,-67,-68,-66,-68
463,-62,-53,-61,-65,-71,-67,-65,-70
464,-67,-55,-59,-71,-67,-66,-69,-67
465,-67,-54,-60,-65,-63,-62,-67,-73
466,-68,-58,-64,-65,-66,-63,-66,-67
467,-67,-56,-61,-67,-65,-66,-64,-70
468,-65,-60,-60,-67,-68,-61,-64,-67
469,-70,-60,-61,-69,-67,-59,-64,-72
470,-60,-60,-62,-70,-65,-64,-63,-70
471,-68,-60,-61,-69,-68,-63,-64,-70
472,-68,-62,-63,-67,-65,-61,-62,-66
473,-68,-64,-61,-70,-66,-61,-60,-66
474,-63,-58,-63,-69,-66,-61,-63,-70
475,-66,-64,-65,-67,-65,-58,-60,-68
476,-65,-60,-62,-68,-66,-54,-61,-64
477,-71,-66,-63,-66,-67,-58,-58,-69
478,-68,-63,-66,-67,-65,-58,-63,-72
479,-67,-67,-66,-69,-67,-56,-61,-66
480,-72,-64,-64,-70,-67,-54,-61,-69
481,-69,-65,-65,-71,-63,-53,-63,-67
482,-71,-66,-67,-66,-65,-54,-59,-67
483,-62,-56,-61,-66,-68,-65,-65,-70
484,-63,-55,-62,-68,-67,-69,-67,-72
485,-64,-56,-57,-65,-69,-63,-66,-72
486,-65,-56,-58,-66,-72,-64,-65,-67
487,-65,-55,-59,-67,-66,-63,-64,-72
488,-69,-55,-63,-66,-68,-63,-65,-71
489,-69,-61,-62,-66,-71,-63,-66,-71
490,-64,-57,-62,-66,-67,-63,-63,-68
491,-65,-60,-61,-68,-69,-59,-63,-67
492,-64,-63,-62,-71,-65,-66,-64,-68
493,-65,-62,-62,-68,-67,-65,-61,-68
494,-69,-60,-61,-68,-66,-61,-62,-67
495,-64,-60,-62,-68,-63,-57,-61,-70
496,-71,-65,-63,-68,-65,-63,-62,-66
497,-66,-63,-61,-69,-66,-58,-61,-66
498,-70,-63,-67,-67,-66,-58,-60,-67
499,-66,-66,-64,-66,-64,-59,-56,-69
500,-67,-64,-63,-71,-64,-54,-63,-68
501,-63,-66,-67,-67,-66,-56,-60,-63
502,-66,-67,-71,-70,-65,-58,-63,-63
503,-72,-65,-68,-70,-66,-62,-61,-68
504,-69,-59,-61,-67,-70,-67,-67,-67
505,-67,-57,-59,-67,-65,-70,-68,-71
506,-65,-57,-59,-69,-69,-63,-68,-68
507,-63,-61,-63,-67,-68,-68,-63,-65
508,-64,-59,-61,-67,-71,-64,-67,-70
509,-65,-62,-57,-63,-68,-64,-64,-66
510,-69,-61,-59,-67,-67,-65,-63,-63
511,-70,-56,-64,-64,-67,-63,-65,-70
512,-68,-61,-61,-67,-69,-58,-60,-67
513,-70,-58,-59,-67,-70,-62,-61,-67
514,-69,-63,-62,-67,-67,-63,-59,-71
515,-66,-64,-60,-66,-65,-59,-64,-66
516,-67,-64,-63,-66,-65,-57,-63,-67
517,-67,-64,-62,-68,-64,-60,-60,-69
518,-65,-64,-64,-69,-63,-58,-61,-67
519,-69,-65,-63,-69,-63,-56,-63,-67
520,-69,-64,-64,-70,-63,-57,-59,-66
521,-68,-62,-63,-68,-68,-57,-61,-67
522,-63,-66,-66,-71,-65,-57,-57,-62
523,-69,-65,-67,-71,-64,-60,-62,-65
524,-71,-68,-65,-71,-65,-59,-59,-65
525,-67,-57,-57,-65,-69,-66,-64,-71
526,-67,-57,-57,-65,-70,-68,-65,-66
527,-66,-62,-52,-66,-66,-67,-64,-67
528,-68,-57,-62,-66,-68,-67,-65,-68
529,-64,-60,-59,-69,-68,-66,-68,-70
